st1;st2;st3;st4;chi2;chi2error;offset
19;11;10;17;62157.394501;23.1631309553;10
19;11;10;18;30842.0354442;15.7162138707;0
19;11;10;18;31669.6978525;16.1839370724;1
19;11;10;18;33115.9609345;16.868910835;2
19;11;10;18;35145.8226847;17.6288817142;3
19;11;10;18;37730.6970526;18.4353474465;4
19;11;10;18;40826.4014281;19.2564269517;5
19;11;10;18;44335.4437288;20.0597210074;6
19;11;10;18;48202.3191651;20.8371974568;7
19;11;10;18;52414.7241546;21.599313982;8
19;11;10;18;57041.297356;22.3684857799;9
19;11;10;18;62157.394501;23.1631309553;10
19;12;10;10;50685.3724663;24.6770190767;0
19;12;10;10;47815.6626367;24.0380399142;1
19;12;10;10;44686.7677723;23.3244237517;2
19;12;10;10;41555.8881349;22.5472996637;3
19;12;10;10;38771.6764366;21.7307419682;4
19;12;10;10;36650.7262521;20.8885140366;5
19;12;10;10;35378.8920942;20.0290504384;6
19;12;10;10;35032.846058;19.185255233;7
19;12;10;10;35660.4335674;18.554229816;8
19;12;10;10;37284.1141559;18.4733980137;9
19;12;10;10;39824.4333528;18.7855840657;10
19;12;10;11;37569.5576722;21.2940912483;0
19;12;10;11;36525.8119936;20.9943566255;1
19;12;10;11;35321.9931154;20.6275319671;2
19;12;10;11;34129.5329494;20.2015748505;3
19;12;10;11;33191.8184251;19.7367518829;4
19;12;10;11;32727.8067255;19.2444050217;5
19;12;10;11;32851.3006508;18.7379292022;6
19;12;10;11;33602.3688971;18.3004926235;7
19;12;10;11;35009.1863465;18.1611859514;8
19;12;10;11;37097.8113424;18.3769068489;9
19;12;10;11;39824.4333528;18.7855840657;10
19;12;10;12;29794.77904;18.6004209861;0
19;12;10;12;29745.5385802;18.5708112299;1
19;12;10;12;29641.6272115;18.4801207396;2
19;12;10;12;29594.1178994;18.3337817751;3
19;12;10;12;29769.5660483;18.149029038;4
19;12;10;12;30315.2010183;17.9401516532;5
19;12;10;12;31292.3934382;17.763835629;6
19;12;10;12;32715.9529541;17.7363783296;7
19;12;10;12;34600.937378;17.9271806354;8
19;12;10;12;36976.4760392;18.3152361915;9
19;12;10;12;39824.4333528;18.7855840657;10
19;12;10;13;25338.8123816;16.4799482194;0
19;12;10;13;25785.9271278;16.6629823161;1
19;12;10;13;26277.8612757;16.7896662356;2
19;12;10;13;26883.1212697;16.8634442932;3
19;12;10;13;27712.1376649;16.9239507624;4
19;12;10;13;28859.4269174;16.9939442712;5
19;12;10;13;30348.165186;17.1420288626;6
19;12;10;13;32175.7019308;17.4079437215;7
19;12;10;13;34348.3567656;17.796667463;8
19;12;10;13;36897.8046282;18.2746374067;9
19;12;10;13;39824.4333528;18.7855840657;10
19;12;10;14;22868.8259476;14.8821273562;0
19;12;10;14;23528.6912264;15.2201731049;1
19;12;10;14;24321.6378442;15.5267510169;2
19;12;10;14;25285.8217011;15.8138265685;3
19;12;10;14;26490.3186169;16.0967653764;4
19;12;10;14;27990.5941032;16.4094004198;5
19;12;10;14;29781.7523307;16.7904778205;6
19;12;10;14;31848.9365245;17.2289981705;7
19;12;10;14;34192.5885794;17.7194385144;8
19;12;10;14;36846.460074;18.2427784077;9
19;12;10;14;39824.4333528;18.7855840657;10
19;12;10;15;21558.2461934;13.9082569574;0
19;12;10;15;22276.263184;14.3198316259;1
19;12;10;15;23203.2463668;14.7392153945;2
19;12;10;15;24355.3204834;15.1703853461;3
19;12;10;15;25770.6304774;15.620403424;4
19;12;10;15;27475.2953104;16.1002034679;5
19;12;10;15;29443.4698569;16.6055829576;6
19;12;10;15;31651.6027927;17.1314216305;7
19;12;10;15;34096.1100361;17.6741380767;8
19;12;10;15;36812.429001;18.219521518;9
19;12;10;15;39824.4333528;18.7855840657;10
19;12;10;16;20914.9519152;13.4346419719;0
19;12;10;16;21610.1072993;13.8469115295;1
19;12;10;16;22578.7626258;14.3255546305;2
19;12;10;16;23820.6620944;14.8391673105;3
19;12;10;16;25350.3269973;15.3818083699;4
19;12;10;16;27171.3702236;15.9462143168;5
19;12;10;16;29241.9777238;16.5122940071;6
19;12;10;16;31532.2474758;17.0830765065;7
19;12;10;16;34035.7671903;17.6406407004;8
19;12;10;16;36789.3502178;18.2055454209;9
19;12;10;16;39824.4333528;18.7855840657;10
19;12;10;17;20654.9192721;13.2639971234;0
19;12;10;17;21286.0842895;13.6546908035;1
19;12;10;17;22245.8960084;14.1409181324;2
19;12;10;17;23521.5485466;14.6871558499;3
19;12;10;17;25109.0235864;15.2711345619;4
19;12;10;17;26994.2081855;15.8728805466;5
19;12;10;17;29122.7774174;16.4693381836;6
19;12;10;17;31460.0436705;17.0477199245;7
19;12;10;17;33997.5439393;17.6172593526;8
19;12;10;17;36773.2318827;18.1942596905;9
19;12;10;17;39824.4333528;18.7855840657;10
19;12;10;18;20619.1595196;13.2485415888;0
19;12;10;18;21165.4397184;13.578705162;1
19;12;10;18;22088.3362612;14.0689974727;2
19;12;10;18;23365.0782333;14.625383829;3
19;12;10;18;24976.6037468;15.2185625385;4
19;12;10;18;26894.3713112;15.8314143061;5
19;12;10;18;29053.9196187;16.4380216696;6
19;12;10;18;31416.8198885;17.0267460411;7
19;12;10;18;33973.0659535;17.6034878859;8
19;12;10;18;36761.5800479;18.185070729;9
19;12;10;18;39824.4333528;18.7855840657;10
19;13;10;10;44053.0974797;22.7343327436;0
19;13;10;10;40350.5396096;21.8902518022;1
19;13;10;10;36546.6872104;20.9823615344;2
19;13;10;10;32858.5079742;20.0223952766;3
19;13;10;10;29564.603672;19.0324241291;4
19;13;10;10;26912.768979;18.0253313753;5
19;13;10;10;25042.5751449;17.0094385278;6
19;13;10;10;24000.8572002;16.0286093361;7
19;13;10;10;23814.9457882;15.3141054177;8
19;13;10;10;24479.2985096;15.1596046862;9
19;13;10;10;25904.4218542;15.3700551161;10
19;13;10;11;30986.895741;19.3514049153;0
19;13;10;11;29268.7101151;18.8465685135;1
19;13;10;11;27473.2777937;18.2854697498;2
19;13;10;11;25743.6182791;17.6766704635;3
19;13;10;11;24271.7963459;17.0384340439;4
19;13;10;11;23227.2913434;16.3812223604;5
19;13;10;11;22694.2436274;15.7316300902;6
19;13;10;11;22693.0000882;15.169857253;7
19;13;10;11;23236.7045971;14.9509315021;8
19;13;10;11;24325.9178519;15.0812693166;9
19;13;10;11;25904.4218542;15.3700551161;10
19;13;10;12;23251.621709;16.6577346531;0
19;13;10;12;22654.0744008;16.4230231178;1
19;13;10;12;22024.9126664;16.1380585222;2
19;13;10;12;21456.2089129;15.8088773881;3
19;13;10;12;21078.1092635;15.4507111989;4
19;13;10;12;21003.7497231;15.0902817905;5
19;13;10;12;21278.0728716;14.7800203517;6
19;13;10;12;21904.2208658;14.6527335142;7
19;13;10;12;22886.5869815;14.7501417024;8
19;13;10;12;24230.7969513;15.0279955463;9
19;13;10;12;25904.4218542;15.3700551161;10
19;13;10;13;18826.7532999;14.5372618863;0
19;13;10;13;18824.8539006;14.515194204;1
19;13;10;13;18843.7790799;14.4476040182;2
19;13;10;13;18940.4437879;14.3464717724;3
19;13;10;13;19200.6087982;14.2407005438;4
19;13;10;13;19696.807962;14.1732655969;5
19;13;10;13;20446.2075815;14.203787236;6
19;13;10;13;21440.8300322;14.3549448782;7
19;13;10;13;22679.7677052;14.6366437032;8
19;13;10;13;24172.7616692;14.9957153594;9
19;13;10;13;25904.4218542;15.3700551161;10
19;13;10;14;16381.1705295;12.9394410231;0
19;13;10;14;16669.9394165;13.0826155878;1
19;13;10;14;17030.8723475;13.2083106652;2
19;13;10;14;17496.347827;13.3267335815;3
19;13;10;14;18119.9842066;13.4482426286;4
19;13;10;14;18944.7680364;13.6338527543;5
19;13;10;14;19967.9690768;13.8832547718;6
19;13;10;14;21174.3789606;14.2070717378;7
19;13;10;14;22559.9097162;14.5744864199;8
19;13;10;14;24137.6108609;14.9703841963;9
19;13;10;14;25904.4218542;15.3700551161;10
19;13;10;15;15089.8263143;11.9655706244;0
19;13;10;15;15498.1635102;12.207799306;1
19;13;10;15;16025.4464468;12.4592459176;2
19;13;10;15;16686.6052787;12.7270068491;3
19;13;10;15;17511.5888423;13.0176116445;4
19;13;10;15;18521.528132;13.3578234088;5
19;13;10;15;19699.18769;13.7346803811;6
19;13;10;15;21024.5863992;14.13027964;7
19;13;10;15;22491.7364307;14.5403264821;8
19;13;10;15;24116.3440775;14.9536293532;9
19;13;10;15;25904.4218542;15.3700551161;10
19;13;10;16;14461.8782798;11.4919556389;0
19;13;10;16;14896.3524482;11.7630621459;1
19;13;10;16;15491.0874111;12.0812188624;2
19;13;10;16;16248.2889776;12.4350387612;3
19;13;10;16;17180.0754952;12.8231320394;4
19;13;10;16;18291.0482526;13.2352159093;5
19;13;10;16;19553.1439968;13.6625680105;6
19;13;10;16;20943.1597513;14.0932095703;7
19;13;10;16;22453.9757121;14.5159863694;8
19;13;10;16;24103.4487314;14.9418643349;9
19;13;10;16;25904.4218542;15.3700551161;10
19;13;10;17;14214.3375404;11.3214312703;0
19;13;10;17;14624.7063811;11.5875793981;1
19;13;10;17;15231.5826639;11.9334886628;2
19;13;10;17;16027.5982741;12.3205500462;3
19;13;10;17;17011.0476075;12.7425117973;4
19;13;10;17;18173.6709066;13.1864795049;5
19;13;10;17;19479.078942;13.6333222579;6
19;13;10;17;20901.8300343;14.0701906045;7
19;13;10;17;22434.1344028;14.5010417666;8
19;13;10;17;24095.6197547;14.932287563;9
19;13;10;17;25904.4218542;15.3700551161;10
19;13;10;18;14189.0349804;11.3059757357;0
19;13;10;18;14547.9074706;11.5318228381;1
19;13;10;18;15135.4354294;11.8680837093;2
19;13;10;18;15936.7771041;12.2753607519;3
19;13;10;18;16939.1308802;12.7134448252;4
19;13;10;18;18123.8808503;13.166563835;5
19;13;10;18;19448.0046567;13.6184239944;6
19;13;10;18;20884.4514948;14.0592141571;7
19;13;10;18;22425.0442641;14.4904542192;8
19;13;10;18;24090.9070878;14.9242706787;9
19;13;10;18;25904.4218542;15.3700551161;10
19;14;10;10;39846.306588;21.2098525876;0
19;14;10;10;35511.2241961;20.2048225589;1
19;14;10;10;31224.9848753;19.1444799815;2
19;14;10;10;27171.936471;18.0410323728;3
19;14;10;10;23574.9466145;16.9149788523;4
19;14;10;10;20626.3489374;15.7785120735;5
19;14;10;10;18426.5800309;14.6398648307;6
19;14;10;10;16997.7874764;13.551544111;7
19;14;10;10;16351.2160599;12.776891786;8
19;14;10;10;16462.8008558;12.5835697573;9
19;14;10;10;17239.1879071;12.6897942745;10
19;14;10;11;26819.0375978;17.8269247592;0
19;14;10;11;24592.6346996;17.1611392702;1
19;14;10;11;22380.2178901;16.4475881969;2
19;14;10;11;20301.4624345;15.6953075597;3
19;14;10;11;18507.3959684;14.920988767;4
19;14;10;11;17127.1985771;14.1344030586;5
19;14;10;11;16218.9187778;13.3725033174;6
19;14;10;11;15786.1537372;12.7381979151;7
19;14;10;11;15830.2647368;12.4490409041;8
19;14;10;11;16335.2551321;12.5178054948;9
19;14;10;11;17239.1879071;12.6897942745;10
19;14;10;12;19114.7639276;15.133254497;0
19;14;10;12;18107.9795083;14.7375938746;1
19;14;10;12;17113.9102437;14.3001769693;2
19;14;10;12;16208.6700464;13.8275144843;3
19;14;10;12;15493.0704483;13.3332659221;4
19;14;10;12;15052.0208198;12.8539094131;5
19;14;10;12;14914.7573012;12.4429703919;6
19;14;10;12;15073.992773;12.2404228049;7
19;14;10;12;15525.7644153;12.2740982892;8
19;14;10;12;16260.7054044;12.4680901841;9
19;14;10;12;17239.1879071;12.6897942745;10
19;14;10;13;14714.2991821;13.0127817303;0
19;14;10;13;14381.0804254;12.8297649608;1
19;14;10;13;14076.0933563;12.6100519424;2
19;14;10;13;13846.1085291;12.3736363964;3
19;14;10;13;13756.7644393;12.135079249;4
19;14;10;13;13861.8719472;11.9641678276;5
19;14;10;13;14171.0663617;11.9019812005;6
19;14;10;13;14670.9162742;11.9788576764;7
19;14;10;13;15354.8553361;12.1828157375;8
19;14;10;13;16218.8638683;12.4358099972;9
19;14;10;13;17239.1879071;12.6897942745;10
19;14;10;14;12287.8666474;11.4149608671;0
19;14;10;14;12306.4604117;11.4090865707;1
19;14;10;14;12375.6512353;11.3944300027;2
19;14;10;14;12522.2357127;11.3757501953;3
19;14;10;14;12786.9390761;11.3891027047;4
19;14;10;14;13201.4826592;11.4588503661;5
19;14;10;14;13762.0207295;11.6185823353;6
19;14;10;14;14451.7955435;11.8509496004;7
19;14;10;14;15263.1770804;12.1298006206;8
19;14;10;14;16196.4207442;12.4104788341;9
19;14;10;14;17239.1879071;12.6897942745;10
19;14;10;15;11011.617096;10.4410904683;0
19;14;10;15;11197.9744864;10.5504286302;1
19;14;10;15;11458.8725737;10.671455855;2
19;14;10;15;11807.2558609;10.8137816067;3
19;14;10;15;12265.8782571;10.9925513414;4
19;14;10;15;12850.4839325;11.2257706211;5
19;14;10;15;13547.7787844;11.4964953489;6
19;14;10;15;14339.3098647;11.7976400657;7
19;14;10;15;15217.2157203;12.0973663291;8
19;14;10;15;16185.1704549;12.3947885949;9
19;14;10;15;17239.1879071;12.6897942745;10
19;14;10;16;10395.7116871;9.96747548278;0
19;14;10;16;10646.6566016;10.1305099474;1
19;14;10;16;10995.2369084;10.3293887069;2
19;14;10;16;11444.5418834;10.5628914554;3
19;14;10;16;12004.0410042;10.8313957771;4
19;14;10;16;12677.638556;11.1317788141;5
19;14;10;16;13445.2470287;11.4488973593;6
19;14;10;16;14287.6469015;11.7658397435;7
19;14;10;16;15197.1758268;12.0730262164;8
19;14;10;16;16180.266336;12.3830235766;9
19;14;10;16;17239.1879071;12.6897942745;10
19;14;10;17;10157.973693;9.7970456582;0
19;14;10;17;10416.1121826;9.96781305888;1
19;14;10;17;10793.3012672;10.2038636733;2
19;14;10;17;11285.3917736;10.4757978805;3
19;14;10;17;11891.7297355;10.7772503409;4
19;14;10;17;12607.1759257;11.0984356331;5
19;14;10;17;13406.6008648;11.4239337471;6
19;14;10;17;14270.5449426;11.7432090727;7
19;14;10;17;15191.7593401;12.0591462175;8
19;14;10;17;16178.9422501;12.3734468047;9
19;14;10;17;17239.1879071;12.6897942745;10
19;14;10;18;10140.8771836;9.78159012361;0
19;14;10;18;10373.720185;9.92822766011;1
19;14;10;18;10745.3461445;10.1650640852;2
19;14;10;18;11246.0873175;10.4391185141;3
19;14;10;18;11867.2914881;10.7496834162;4
19;14;10;18;12596.6590035;11.0795845672;5
19;14;10;18;13405.1763565;11.4101000875;6
19;14;10;18;14273.4478859;11.7329089342;7
19;14;10;18;15194.744474;12.0485586701;8
19;14;10;18;16179.6749418;12.3654299204;9
19;14;10;18;17239.1879071;12.6897942745;10
19;15;10;10;37148.7674339;20.0082216465;0
19;15;10;10;32328.1506317;18.8763277802;1
19;15;10;10;27690.9790136;17.6958187239;2
19;15;10;10;23395.2390574;16.4792757562;3
19;15;10;10;19619.394438;15.245958924;4
19;15;10;10;16511.1504302;14.0075165107;5
19;15;10;10;14138.3522358;12.7721113802;6
19;15;10;10;12502.8989735;11.6104398358;7
19;15;10;10;11603.3640284;10.7882017173;8
19;15;10;10;11403.2215817;10.5651160935;9
19;15;10;10;11808.5646166;10.6072179817;10
19;15;10;11;24152.1861473;16.6252938181;0
19;15;10;11;21538.2307225;15.8326444915;1
19;15;10;11;19026.4333446;14.9989269393;2
19;15;10;11;16717.4191638;14.1335509431;3
19;15;10;11;14729.3963795;13.2519688388;4
19;15;10;11;13158.8675895;12.3634074958;5
19;15;10;11;12041.5705775;11.5129843773;6
19;15;10;11;11367.110749;10.8238497117;7
19;15;10;11;11127.5699202;10.495096472;8
19;15;10;11;11296.0395577;10.4995470913;9
19;15;10;11;11808.5646166;10.6072179817;10
19;15;10;12;16472.3476879;13.9316235559;0
19;15;10;12;15156.0292216;13.4090990958;1
19;15;10;12;13903.6276658;12.8515157118;2
19;15;10;12;12778.028433;12.2657578676;3
19;15;10;12;11856.4478409;11.6654190729;4
19;15;10;12;11200.6337015;11.0911483606;5
19;15;10;12;10825.6974365;10.6183118811;6
19;15;10;12;10715.3420892;10.3487024662;7
19;15;10;12;10859.0262176;10.3379591483;8
19;15;10;12;11237.7045099;10.4529407467;9
19;15;10;12;11808.5646166;10.6072179817;10
19;15;10;13;12091.1184813;11.8111507892;0
19;15;10;13;11509.7822748;11.501270182;1
19;15;10;13;10978.7763551;11.1664653799;2
19;15;10;13;10536.2255852;10.8186013768;3
19;15;10;13;10231.4346072;10.4844231665;4
19;15;10;13;10102.5437174;10.2394896306;5
19;15;10;13;10151.5075839;10.1004138587;6
19;15;10;13;10359.8067608;10.1223412921;7
19;15;10;13;10716.4223963;10.2567362851;8
19;15;10;13;11208.6272634;10.4264555025;9
19;15;10;13;11808.5646166;10.6072179817;10
19;15;10;14;9679.78061047;10.213329926;0
19;15;10;14;9498.45224209;10.0902917474;1
19;15;10;14;9366.98147323;9.96468680865;2
19;15;10;14;9307.11546521;9.84538918037;3
19;15;10;14;9348.94378924;9.76846725547;4
19;15;10;14;9514.39560711;9.76083483131;5
19;15;10;14;9797.00139343;9.85133419784;6
19;15;10;14;10177.9929127;10.0146262463;7
19;15;10;14;10646.956066;10.2037211683;8
19;15;10;14;11196.2006335;10.4061595255;9
19;15;10;14;11808.5646166;10.6072179817;10
19;15;10;15;8415.42902656;9.23945952725;0
19;15;10;15;8439.85296112;9.24484346948;1
19;15;10;15;8520.07664041;9.26468804557;2
19;15;10;15;8666.82978872;9.31614162003;3
19;15;10;15;8896.72210295;9.40128303145;4
19;15;10;15;9220.33906761;9.55895299805;5
19;15;10;15;9625.74871276;9.75252759902;6
19;15;10;15;10094.9133919;9.96267161395;7
19;15;10;15;10618.5026654;10.1765019171;8
19;15;10;15;11192.8455793;10.3952772836;9
19;15;10;15;11808.5646166;10.6072179817;10
19;15;10;16;7809.01589693;8.76584454171;0
19;15;10;16;7928.33498052;8.84541396574;1
19;15;10;16;8112.18679091;8.95505880769;2
19;15;10;16;8363.70733241;9.09622385012;3
19;15;10;16;8689.80517832;9.27564604953;4
19;15;10;16;9092.92255525;9.48545268183;5
19;15;10;16;9557.51408465;9.70740562201;6
19;15;10;16;10066.7108615;9.93362689559;7
19;15;10;16;10612.430741;10.1594417624;8
19;15;10;16;11194.2403326;10.3871286451;9
19;15;10;16;11808.5646166;10.6072179817;10
19;15;10;17;7579.00465612;8.5954892389;0
19;15;10;17;7730.18784253;8.69893282885;1
19;15;10;17;7955.6284665;8.84425853677;2
19;15;10;17;8253.0649588;9.0234379812;3
19;15;10;17;8622.19927622;9.22997994467;4
19;15;10;17;9059.43920191;9.45532212638;5
19;15;10;17;9546.78591966;9.68822733638;6
19;15;10;17;10068.7057888;9.92106535614;7
19;15;10;17;10618.384237;10.1523268242;8
19;15;10;17;11198.0435539;10.381074208;9
19;15;10;17;11808.5646166;10.6072179817;10
19;15;10;18;7568.37634789;8.58003370431;0
19;15;10;18;7714.91617902;8.67127710645;1
19;15;10;18;7945.65949425;8.82581332839;2
19;15;10;18;8254.36718248;9.0168608486;3
19;15;10;18;8635.18467809;9.22969607358;4
19;15;10;18;9079.87828327;9.45704689172;5
19;15;10;18;9568.73205957;9.68925543596;6
19;15;10;18;10087.5950715;9.91995386768;7
19;15;10;18;10630.8873836;10.1479212419;8
19;15;10;18;11203.0684046;10.3760059321;9
19;15;10;18;11808.5646166;10.6072179817;10
19;16;10;10;35387.58685;19.0495523091;0
19;16;10;10;30187.8491552;17.8164456102;1
19;16;10;10;25289.2231145;16.5400669199;2
19;16;10;10;20828.2532116;15.2332957055;3
19;16;10;10;16947.6783011;13.9144034738;4
19;16;10;10;13759.0218462;12.5946042056;5
19;16;10;10;11303.0244862;11.2862148231;6
19;16;10;10;9564.93200699;10.0625729963;7
19;16;10;10;8533.21342544;9.20699076826;8
19;16;10;10;8162.75385361;8.96503910533;9
19;16;10;10;8360.77916335;8.97168708917;10
19;16;10;11;22415.488422;15.6666244807;0
19;16;10;11;19500.5827177;14.7727623215;1
19;16;10;11;16768.4592373;13.8431751353;2
19;16;10;11;14304.1341035;12.8875708923;3
19;16;10;11;12199.3329045;11.9204133885;4
19;16;10;11;10523.9109115;10.9504951907;5
19;16;10;11;9294.70332277;10.0294475197;6
19;16;10;11;8489.65384988;9.29959528187;7
19;16;10;11;8093.44605044;8.94573844859;8
19;16;10;11;8071.81812764;8.91345946729;9
19;16;10;11;8360.77916335;8.97168708917;10
19;16;10;12;14755.14454;12.9729542185;0
19;16;10;12;13200.119468;12.3492169258;1
19;16;10;12;11760.1404043;11.6957639077;2
19;16;10;12;10487.1282583;11.0197778169;3
19;16;10;12;9439.17588338;10.3400664659;4
19;16;10;12;8658.97563782;9.68480560389;5
19;16;10;12;8149.26721635;9.16522441425;6
19;16;10;12;7886.06658139;8.84728872699;7
19;16;10;12;7853.58878305;8.7984329939;8
19;16;10;12;8026.4192619;8.87574813411;9
19;16;10;12;8360.77916335;8.97168708917;10
19;16;10;13;10389.2615772;10.8524814518;0
19;16;10;13;9618.21734392;10.441388012;1
19;16;10;13;8925.41379896;10.014762202;2
19;16;10;13;8341.6674983;9.57869623212;3
19;16;10;13;7902.95278266;9.17008068595;4
19;16;10;13;7634.33086103;8.86464120184;5
19;16;10;13;7530.5258037;8.66537905629;6
19;16;10;13;7568.45992203;8.65165103064;7
19;16;10;13;7733.56708893;8.73001629809;8
19;16;10;13;8007.52545246;8.85223670233;9
19;16;10;13;8360.77916335;8.97168708917;10
19;16;10;14;7989.96633186;9.25466058856;0
19;16;10;14;7657.38048842;9.03873331943;1
19;16;10;14;7384.34228741;8.82402796435;2
19;16;10;14;7188.15970204;8.63246618554;3
19;16;10;14;7090.1380589;8.47938355165;4
19;16;10;14;7103.81725366;8.40683319357;5
19;16;10;14;7219.53155069;8.4518369659;6
19;16;10;14;7416.40975854;8.55181591969;7
19;16;10;14;7681.82158371;8.69302272798;8
19;16;10;14;8003.09004961;8.83435170959;9
19;16;10;14;8360.77916335;8.97168708917;10
19;16;10;15;6735.10702727;8.28079018981;0
19;16;10;15;6638.58111161;8.20355292979;1
19;16;10;15;6593.18327041;8.14943438012;2
19;16;10;15;6607.46554666;8.1225034016;3
19;16;10;15;6692.83670088;8.14751800947;4
19;16;10;15;6855.18957835;8.23883816467;5
19;16;10;15;7082.5759976;8.36309013661;6
19;16;10;15;7356.79067066;8.51571291955;7
19;16;10;15;7667.33615227;8.67408188298;8
19;16;10;15;8006.03386772;8.8258936861;9
19;16;10;15;8360.77916335;8.97168708917;10
19;16;10;16;6136.26690265;7.80717520427;0
19;16;10;16;6158.81576525;7.82015565121;1
19;16;10;16;6229.76781192;7.86043385521;2
19;16;10;16;6351.8856112;7.93237628762;3
19;16;10;16;6529.73558768;8.03940758523;4
19;16;10;16;6764.01652282;8.17670883334;5
19;16;10;16;7041.70385113;8.33718088849;6
19;16;10;16;7347.30503318;8.50202142031;7
19;16;10;16;7672.40796872;8.66009316528;8
19;16;10;16;8012.45390418;8.81980436437;9
19;16;10;16;8360.77916335;8.97168708917;10
19;16;10;17;5912.42011817;7.63687935544;0
19;16;10;17;5986.51539838;7.68884525686;1
19;16;10;17;6109.41181948;7.77304980532;2
19;16;10;17;6279.94303951;7.88448261288;3
19;16;10;17;6497.79593114;8.01978930573;4
19;16;10;17;6760.03548815;8.17276418843;5
19;16;10;17;7053.24885553;8.33324587001;6
19;16;10;17;7364.53558602;8.49493600303;7
19;16;10;17;7687.43251418;8.6566408011;8
19;16;10;17;8020.34772604;8.81548396645;9
19;16;10;17;8360.77916335;8.97168708917;10
19;16;10;18;5906.95218482;7.62142382085;0
19;16;10;18;5992.88052187;7.67390917523;1
19;16;10;18;6129.74845644;7.76554129561;2
19;16;10;18;6313.64154845;7.88705432621;3
19;16;10;18;6540.63817486;8.02809698365;4
19;16;10;18;6805.17147967;8.18151320784;5
19;16;10;18;7093.84025752;8.33997873179;6
19;16;10;18;7396.17887909;8.49833659684;7
19;16;10;18;7707.52919598;8.65548815421;8
19;16;10;18;8028.79689047;8.81381202885;9
19;16;10;18;8360.77916335;8.97168708917;10
19;17;10;10;34210.1459995;18.2722573651;0
19;17;10;10;28707.2029529;16.9567630161;1
19;17;10;10;23607.8886933;15.6023460607;2
19;17;10;10;19031.0247059;14.222128693;3
19;17;10;10;15090.0737461;12.8335777442;4
19;17;10;10;11866.7290447;11.4474125626;5
19;17;10;10;9378.94530295;10.0807911683;6
19;17;10;10;7598.08546663;8.80853116215;7
19;17;10;10;6504.39680784;7.93320351638;8
19;17;10;10;6046.65903246;7.68657180949;9
19;17;10;10;6134.05166247;7.67249570484;10
19;17;10;11;21257.9767162;14.8893295368;0
19;17;10;11;18103.4968516;13.9130797274;1
19;17;10;11;15204.163769;12.9054542761;2
19;17;10;11;12632.0186513;11.8764038799;3
19;17;10;11;10457.0341824;10.8395876589;4
19;17;10;11;8726.99650968;9.80804384511;5
19;17;10;11;7442.63133581;8.82797222653;6
19;17;10;11;6572.06274617;8.06385488612;7
19;17;10;11;6093.95533759;7.69117162321;8
19;17;10;11;5968.94785804;7.63708328465;9
19;17;10;11;6134.05166247;7.67249570484;10
19;17;10;12;13613.5014981;12.1956592746;0
19;17;10;12;11869.5688649;11.4895343318;1
19;17;10;12;10289.037686;10.7580430486;2
19;17;10;12;8914.63459197;10.0086108044;3
19;17;10;12;7788.68990701;9.26428987544;4
19;17;10;12;6938.00668081;8.54466323225;5
19;17;10;12;6354.53125696;7.98640235029;6
19;17;10;12;6007.69532265;7.6379212287;7
19;17;10;12;5877.44894302;7.56863320061;8
19;17;10;12;5934.07909612;7.60315577312;9
19;17;10;12;6134.05166247;7.67249570484;10
19;17;10;13;9260.11043896;10.0751865078;0
19;17;10;13;8340.04368357;9.58170541798;1
19;17;10;13;7527.67295091;9.08033694066;2
19;17;10;13;6847.59667635;8.57289774178;3
19;17;10;13;6324.74232935;8.10326638249;4
19;17;10;13;5973.14659623;7.74945994787;5
19;17;10;13;5780.92509593;7.50997217023;6
19;17;10;13;5720.96275146;7.46047187465;7
19;17;10;13;5775.80919068;7.5114116653;8
19;17;10;13;5923.47464513;7.58500331267;9
19;17;10;13;6134.05166247;7.67249570484;10
19;17;10;14;6870.61793897;8.47736564464;0
19;17;10;14;6420.3084761;8.1863501326;1
19;17;10;14;6044.17054534;7.89859283472;2
19;17;10;14;5755.62947367;7.64820774865;3
19;17;10;14;5568.64422464;7.43823061982;4
19;17;10;14;5489.5477045;7.32143556237;5
19;17;10;14;5505.34973389;7.31875020648;6
19;17;10;14;5593.14034618;7.38724190688;7
19;17;10;14;5738.48850793;7.47695145014;8
19;17;10;14;5925.5441331;7.57722267349;9
19;17;10;14;6134.05166247;7.67249570484;10
19;17;10;15;5623.48538768;7.50349524589;0
19;17;10;15;5433.9063803;7.36082963257;1
19;17;10;15;5298.38884515;7.24510207967;2
19;17;10;15;5223.44305457;7.15731971346;3
19;17;10;15;5216.04823326;7.13465022975;4
19;17;10;15;5277.89930616;7.17061468563;5
19;17;10;15;5396.31217967;7.25790883523;6
19;17;10;15;5552.6181444;7.35690144797;7
19;17;10;15;5735.37305919;7.46229723802;8
19;17;10;15;5933.6152584;7.57595516343;9
19;17;10;15;6134.05166247;7.67249570484;10
19;17;10;16;5030.80971938;7.02988026035;0
19;17;10;16;4979.98780506;6.98966473667;1
19;17;10;16;4971.17571863;6.974891964;2
19;17;10;16;5006.56292103;6.99013318768;3
19;17;10;16;5088.61336562;7.05037992066;4
19;17;10;16;5216.22856929;7.13848632565;5
19;17;10;16;5377.71320259;7.23931661506;6
19;17;10;16;5558.36813253;7.34850450687;7
19;17;10;16;5749.51592517;7.4599543523;8
19;17;10;16;5944.12589541;7.57494393529;9
19;17;10;16;6134.05166247;7.67249570484;10
19;17;10;17;4811.98082699;6.8596328073;0
