st1;st2;st3;st4;chi2;chi2error;offset
24;14;10;23;14490.9428583;11.9430374179;8
24;14;10;23;15906.1282595;12.4449733881;9
24;14;10;23;17493.2471977;12.9641228738;10
24;15;10;10;31162.7268526;18.0969307959;0
24;15;10;10;26893.5382222;16.9564479645;1
24;15;10;10;22633.1842691;15.7496321247;2
24;15;10;10;18611.9375069;14.4906403021;3
24;15;10;10;15106.6460263;13.2037318502;4
24;15;10;10;12370.5206011;11.9032857614;5
24;15;10;10;10545.4084527;10.649141288;6
24;15;10;10;9669.81371421;9.79115031154;7
24;15;10;10;9749.23043838;9.86601046974;8
24;15;10;10;10729.7064995;10.3866704725;9
24;15;10;10;12490.6361445;11.0470523337;10
24;15;10;11;19213.5918099;14.7140029675;0
24;15;10;11;16984.0659476;13.9127646758;1
24;15;10;11;14738.6139203;13.0527403401;2
24;15;10;11;12636.3675712;12.1449154889;3
24;15;10;11;10874.2041223;11.2097417649;4
24;15;10;11;9632.68934273;10.2944841473;5
24;15;10;11;9003.19795679;9.57205014603;6
24;15;10;11;8999.37037454;9.44144176953;7
24;15;10;11;9615.23631034;9.8385324826;8
24;15;10;11;10807.91275;10.3960059306;9
24;15;10;11;12490.6361445;11.0470523337;10
24;15;10;12;12367.7867505;12.0203327053;0
24;15;10;12;11302.924514;11.4892192802;1
24;15;10;12;10228.904272;10.9053291126;2
24;15;10;12;9256.1462712;10.2771224135;3
24;15;10;12;8524.83738895;9.65583979883;4
24;15;10;12;8163.71506616;9.14862808497;5
24;15;10;12;8228.90439543;9.01746917214;6
24;15;10;12;8718.13450229;9.32379861695;7
24;15;10;12;9618.85225435;9.85068096005;8
24;15;10;12;10897.1938819;10.4120814269;9
24;15;10;12;12490.6361445;11.0470523337;10
24;15;10;13;8643.11344679;9.89985993859;0
24;15;10;13;8208.55609566;9.58954082635;1
24;15;10;13;7786.68569254;9.23981125962;2
24;15;10;13;7454.52482441;8.8761597359;3
24;15;10;13;7311.99077208;8.61645463018;4
24;15;10;13;7450.77307011;8.56074616212;5
24;15;10;13;7902.32853491;8.85424539389;6
24;15;10;13;8654.28472129;9.32788503495;7
24;15;10;13;9690.49407653;9.8854636889;8
24;15;10;13;10984.3209434;10.4412127705;9
24;15;10;13;12490.6361445;11.0470523337;10
24;15;10;14;6746.99330735;8.34620441052;0
24;15;10;14;6630.30053863;8.2270069098;1
24;15;10;14;6553.62617781;8.12297235372;2
24;15;10;14;6570.83732851;8.04962373043;3
24;15;10;14;6752.93859567;8.11135958985;4
24;15;10;14;7164.86132961;8.40695606389;5
24;15;10;14;7820.60474051;8.84114031555;6
24;15;10;14;8701.36465869;9.36890647577;7
24;15;10;14;9789.15227893;9.91449596438;8
24;15;10;14;11063.0830754;10.4678854099;9
24;15;10;14;12490.6361445;11.0470523337;10
24;15;10;15;5888.74839854;7.47273442632;0
24;15;10;15;5913.060696;7.48796612698;1
24;15;10;15;6005.24942605;7.55191552194;2
24;15;10;15;6202.82184931;7.71633593445;3
24;15;10;15;6555.65881705;8.00197503453;4
24;15;10;15;7109.03457095;8.40250469505;5
24;15;10;15;7864.3655292;8.89294209;6
24;15;10;15;8798.7045772;9.4239918851;7
24;15;10;15;9893.2185702;9.94288381396;8
24;15;10;15;11131.6051378;10.4903174581;9
24;15;10;15;12490.6361445;11.0470523337;10
24;15;10;16;5606.32993636;7.18760264205;0
24;15;10;16;5673.88159699;7.26305777323;1
24;15;10;16;5835.52731;7.42653691553;2
24;15;10;16;6116.91840818;7.68231172736;3
24;15;10;16;6552.13628029;8.02721050124;4
24;15;10;16;7171.679398;8.46664105695;5
24;15;10;16;7967.67010931;8.96353476154;6
24;15;10;16;8914.44190253;9.46793939932;7
24;15;10;16;9992.87175733;9.98423742887;8
24;15;10;16;11190.3439436;10.5126041156;9
24;15;10;16;12490.6361445;11.0470523337;10
24;15;10;17;5640.05164935;7.19368246465;0
24;15;10;17;5697.41939672;7.27636776584;1
24;15;10;17;5872.8384722;7.46390233362;2
24;15;10;17;6183.09318082;7.74432916171;3
24;15;10;17;6650.09422256;8.11686121834;4
24;15;10;17;7292.90673432;8.55353674363;5
24;15;10;17;8096.57554519;9.02501849515;6
24;15;10;17;9033.60444741;9.51295810679;7
24;15;10;17;10084.8859164;10.021856819;8
24;15;10;17;11240.8254527;10.5325296225;9
24;15;10;17;12490.6361445;11.0470523337;10
24;15;10;18;5850.1988382;7.37710848184;0
24;15;10;18;5867.72409602;7.41456069473;1
24;15;10;18;6025.1610591;7.58732701842;2
24;15;10;18;6332.41214942;7.86521968479;3
24;15;10;18;6801.67603232;8.22145088145;4
24;15;10;18;7442.85685675;8.63369451921;5
24;15;10;18;8235.41142981;9.08589961869;6
24;15;10;18;9150.57680493;9.56954768056;7
24;15;10;18;10169.4319587;10.0544085106;8
24;15;10;18;11284.9255196;10.5504494318;9
24;15;10;18;12490.6361445;11.0470523337;10
24;15;10;19;6166.19226772;7.61377589254;0
24;15;10;19;6126.14425674;7.59587713749;1
24;15;10;19;6246.27124847;7.73560392368;2
24;15;10;19;6530.91347155;7.99280637681;3
24;15;10;19;6984.20857217;8.32956873805;4
24;15;10;19;7608.42819291;8.72784121691;5
24;15;10;19;8378.43721779;9.16180164118;6
24;15;10;19;9264.57067282;9.61947038656;7
24;15;10;19;10248.1968696;10.0880204249;8
24;15;10;19;11324.4774018;10.5669761939;9
24;15;10;19;12490.6361445;11.0470523337;10
24;15;10;20;6555.66165236;7.88886761805;0
24;15;10;20;6445.71706603;7.82125951309;1
24;15;10;20;6515.18315216;7.90728087417;2
24;15;10;20;6763.72328493;8.13398228077;3
24;15;10;20;7188.51813822;8.44939554704;4
24;15;10;20;7785.22840615;8.82348498818;5
24;15;10;20;8524.79402755;9.23155345177;6
24;15;10;20;9376.89473059;9.66899687003;7
24;15;10;20;10323.2594893;10.1201589859;8
24;15;10;20;11361.0440261;10.5818077799;9
24;15;10;20;12490.6361445;11.0470523337;10
24;15;10;21;7004.9108253;8.16225788513;0
24;15;10;21;6814.99320924;8.05482889611;1
24;15;10;21;6823.156976;8.08968048476;2
24;15;10;21;7025.00603723;8.27757836083;3
24;15;10;21;7411.52164799;8.56641557942;4
24;15;10;21;7972.45259813;8.91526369376;5
24;15;10;21;8675.27458775;9.30464910735;6
24;15;10;21;9489.19122265;9.72035218944;7
24;15;10;21;10396.34998;10.1528579618;8
24;15;10;21;11395.75731;10.5955217831;9
24;15;10;21;12490.6361445;11.0470523337;10
24;15;10;22;7505.41223789;8.44186477215;0
24;15;10;22;7226.85597741;8.29283902473;1
24;15;10;22;7164.71073099;8.2933374497;2
24;15;10;22;7310.99587572;8.43367493052;3
24;15;10;22;7651.06837681;8.69072432437;4
24;15;10;22;8169.29463291;9.01636106727;5
24;15;10;22;8830.03778331;9.37919856746;6
24;15;10;22;9602.16753124;9.77251334735;7
24;15;10;22;10468.2993454;10.183825575;8
24;15;10;22;11429.1857701;10.6092997653;9
24;15;10;22;12490.6361445;11.0470523337;10
24;15;10;23;8043.82437703;8.73229465089;0
24;15;10;23;7670.25613882;8.53316300958;1
24;15;10;23;7530.97918816;8.49552873086;2
24;15;10;23;7614.85447373;8.59046381232;3
24;15;10;23;7902.14235466;8.81576443757;4
24;15;10;23;8372.31452703;9.11663974274;5
24;15;10;23;8986.94126452;9.45354468129;6
24;15;10;23;9714.67923968;9.82201506534;7
24;15;10;23;10538.648658;10.2140719493;8
24;15;10;23;11461.2455788;10.6228386181;9
24;15;10;23;12490.6361445;11.0470523337;10
24;16;10;10;29619.7437961;17.1382614585;0
24;16;10;10;25033.1812996;15.8965657945;1
24;16;10;10;20572.9594167;14.5938803207;2
24;16;10;10;16443.7258728;13.2446602513;3
24;16;10;10;12881.466988;11.8721763999;4
24;16;10;10;10097.7366804;10.4903734563;5
24;16;10;10;8203.34091758;9.17026681184;6
24;16;10;10;7218.77548782;8.34312111974;7
24;16;10;10;7139.10656884;8.46731179395;8
24;16;10;10;7900.87812428;8.96915332289;9
24;16;10;10;9384.32176523;9.57578863515;10
24;16;10;11;17695.091612;13.7553336301;0
24;16;10;11;15226.3624968;12.8528825058;1
24;16;10;11;12822.1708597;11.8969885361;2
24;16;10;11;10621.8567226;10.8989354382;3
24;16;10;11;8790.67774596;9.87818631464;4
24;16;10;11;7477.07732804;8.88814139058;5
24;16;10;11;6749.59091656;8.13721867646;6
24;16;10;11;6608.84221558;8.04539932568;7
24;16;10;11;7041.13917397;8.45992923015;8
24;16;10;11;7995.33067283;8.98593490476;9
24;16;10;11;9384.32176523;9.57578863515;10
24;16;10;12;10868.78113;11.0616633679;0
24;16;10;12;9626.95931427;10.4293371102;1
24;16;10;12;8426.94805718;9.74957730853;2
24;16;10;12;7364.02030819;9.032207976;3
24;16;10;12;6554.10252997;8.33048719178;4
24;16;10;12;6101.40166581;7.78812990512;5
24;16;10;12;6045.7343898;7.66543741962;6
24;16;10;12;6375.78773457;7.98497194889;7
24;16;10;12;7073.44155314;8.48602173395;8
24;16;10;12;8097.54798674;9.00552426864;9
24;16;10;12;9384.32176523;9.57578863515;10
24;16;10;13;7159.45407008;8.94119060116;0
24;16;10;13;6596.93571868;8.53191977057;1
24;16;10;13;6074.8541831;8.08810808173;2
24;16;10;13;5658.74094921;7.64770110005;3
24;16;10;13;5430.04604615;7.33718022565;4
24;16;10;13;5461.90487709;7.27150257501;5
24;16;10;13;5774.60696917;7.55267972984;6
24;16;10;13;6349.86662265;8.01845199311;7
24;16;10;13;7167.66550253;8.53359968156;8
24;16;10;13;8194.85848532;9.03751922349;9
24;16;10;13;9384.32176523;9.57578863515;10
24;16;10;14;5275.37655618;7.38753507309;0
24;16;10;14;5069.17333891;7.18318302869;1
24;16;10;14;4912.51803866;7.00239090169;2
24;16;10;14;4850.65577704;6.86034419155;3
24;16;10;14;4940.66996392;6.90083797484;4
24;16;10;14;5233.6276395;7.16929414632;5
24;16;10;14;5736.39511226;7.58943188968;6
24;16;10;14;6426.71024468;8.07343939333;7
24;16;10;14;7284.04453008;8.57211090638;8
24;16;10;14;8281.61184447;9.06594321964;9
24;16;10;14;9384.32176523;9.57578863515;10
24;16;10;15;4426.6239267;6.51412454286;0
24;16;10;15;4391.73340044;6.45688083877;1
24;16;10;15;4419.88710272;6.47119857116;2
24;16;10;15;4542.23181895;6.59493782843;3
24;16;10;15;4798.31051357;6.84464014676;4
24;16;10;15;5223.22974503;7.21119648464;5
24;16;10;15;5814.45302853;7.66118775423;6
24;16;10;15;6547.51059607;8.14166787764;7
24;16;10;15;7402.0787905;8.60810839821;8
24;16;10;15;8356.43277914;9.08975572819;9
24;16;10;15;9384.32176523;9.57578863515;10
24;16;10;16;4151.77846952;6.22899275859;0
24;16;10;16;4184.30693566;6.26442323475;1
24;16;10;16;4294.63937768;6.38853611548;2
24;16;10;16;4503.87089867;6.59905228718;3
24;16;10;16;4838.60378823;6.90814650502;4
24;16;10;16;5322.11802891;7.30465666901;5
24;16;10;16;5945.12009029;7.74750642064;6
24;16;10;16;6681.96481431;8.19610102647;7
24;16;10;16;7512.87571842;8.65422555202;8
24;16;10;16;8420.19686805;9.11433445217;9
24;16;10;16;9384.32176523;9.57578863515;10
24;16;10;17;4191.66463884;6.23531976573;0
24;16;10;17;4233.69150652;6.29168798307;1
24;16;10;17;4368.15287185;6.44758147899;2
24;16;10;17;4608.74547322;6.6958056372;3
24;16;10;17;4972.22797607;7.02342914655;4
24;16;10;17;5472.84768389;7.4099050196;5
24;16;10;17;6096.29869555;7.82268370373;6
24;16;10;17;6816.3629848;8.25046858105;7
24;16;10;17;7613.96092703;8.69440896183;8
24;16;10;17;8474.76897772;9.13515645468;9
24;16;10;17;9384.32176523;9.57578863515;10
24;16;10;18;4406.97220257;6.41932974136;0
24;16;10;18;4425.63299282;6.45412581226;1
24;16;10;18;4550.78106797;6.59631204538;2
24;16;10;18;4790.46072709;6.83393487053;3
24;16;10;18;5153.66662768;7.14346495903;4
24;16;10;18;5647.49471649;7.50221068133;5
24;16;10;18;6253.77984225;7.89488292959;6
24;16;10;18;6946.08935265;8.31229583853;7
24;16;10;18;7706.10050454;8.72910703941;8
24;16;10;18;8522.29335837;9.15482973158;9
24;16;10;18;9384.32176523;9.57578863515;10
24;16;10;19;4727.43513312;6.65607354694;0
24;16;10;19;4702.79319546;6.64822200381;1
24;16;10;19;4798.13953477;6.76161462186;2
24;16;10;19;5017.02110182;6.97299379751;3
24;16;10;19;5362.05875881;7.25813072786;4
24;16;10;19;5834.45652676;7.60230531196;5
24;16;10;19;6412.95465426;7.9768369861;6
24;16;10;19;7071.12971689;8.36584562843;7
24;16;10;19;7791.44232387;8.76576870618;8
24;16;10;19;8564.81110524;9.17200649237;9
24;16;10;19;9384.32176523;9.57578863515;10
24;16;10;20;5120.91557499;6.93233102517;0
24;16;10;20;5039.18385093;6.88683325154;1
24;16;10;20;5090.60738853;6.94942226816;2
24;16;10;20;5275.01190637;7.12794363344;3
24;16;10;20;5589.57545694;7.38763116885;4
24;16;10;20;6030.45315935;7.70303445378;5
24;16;10;20;6573.80405711;8.05038488537;6
24;16;10;20;7193.36721439;8.41981788589;7
24;16;10;20;7872.40724823;8.80034083344;8
24;16;10;20;8604.03938071;9.18742140563;9
24;16;10;20;9384.32176523;9.57578863515;10
24;16;10;21;5573.87356584;7.20947240115;0
24;16;10;21;5424.01058976;7.12353441479;1
24;16;10;21;5420.3621854;7.15471876384;2
24;16;10;21;5559.57822347;7.28378096578;3
24;16;10;21;5834.03740572;7.51406488571;4
24;16;10;21;6235.42729097;7.80070606525;5
24;16;10;21;6737.68517123;8.12796912506;6
24;16;10;21;7314.83015327;8.47484816056;7
24;16;10;21;7950.95529572;8.83482021276;8
24;16;10;21;8641.21375642;9.20240083033;9
24;16;10;21;9384.32176523;9.57578863515;10
24;16;10;22;6077.86206337;7.49213088859;0
24;16;10;22;5850.49425575;7.36913472051;1
24;16;10;22;5782.39473034;7.3642072805;2
24;16;10;22;5867.45961068;7.46099421735;3
24;16;10;22;6093.75967328;7.64958560207;4
24;16;10;22;6448.95807904;7.90751318668;5
24;16;10;22;6905.04776391;8.20662227513;6
24;16;10;22;7436.42488944;8.53017696859;7
24;16;10;22;8028.03593605;8.86723823033;8
24;16;10;22;8676.956171;9.21733834617;9
24;16;10;22;9384.32176523;9.57578863515;10
24;16;10;23;6619.54584868;7.78347016524;0
24;16;10;23;6307.61200806;7.61103758172;1
24;16;10;23;6167.87675879;7.57019618207;2
24;16;10;23;6191.85725583;7.63758081939;3
24;16;10;23;6363.76270664;7.78445508535;4
24;16;10;23;6667.63566347;8.01435572303;5
24;16;10;23;7073.77222748;8.28401129456;6
24;16;10;23;7557.02256259;8.58371214519;7
24;16;10;23;8103.19950358;8.90022385656;8
24;16;10;23;8711.18697373;9.23135299382;9
24;16;10;23;9384.32176523;9.57578863515;10
24;17;10;10;28619.9166047;16.3788971781;0
24;17;10;10;23780.4110827;15.0548138641;1
24;17;10;10;19169.6326321;13.6740901251;2
24;17;10;10;14971.1011687;12.2514239025;3
24;17;10;10;11387.3454154;10.8092813339;4
24;17;10;10;8595.63235003;9.36085639138;5
24;17;10;10;6680.7775197;8.01251666343;6
24;17;10;10;5648.29088739;7.22553911175;7
24;17;10;10;5484.75355021;7.37993961517;8
24;17;10;10;6119.85938105;7.84907570374;9
24;17;10;10;7435.55308289;8.40754007427;10
24;17;10;11;16715.1935654;12.9959693497;0
24;17;10;11;14057.1526161;12.0111305754;1
24;17;10;11;11535.883028;10.9771983405;2
24;17;10;11;9274.34507204;9.90569908932;3
24;17;10;11;7411.86200612;8.81529124862;4
24;17;10;11;6070.35139734;7.7754243999;5
24;17;10;11;5299.03471496;7.02083679953;6
24;17;10;11;5087.61305181;6.97299392164;7
24;17;10;11;5416.11206009;7.38929251486;8
24;17;10;11;6227.53648115;7.86782730566;9
24;17;10;11;7435.55308289;8.40754007427;10
24;17;10;12;9904.75174726;10.3022990875;0
24;17;10;12;8524.28469655;9.58758517972;1
24;17;10;12;7233.85297542;8.82978711294;2
24;17;10;12;6116.13044344;8.04333675269;3
24;17;10;12;5267.09953595;7.28236326786;4
24;17;10;12;4770.62117994;6.71306789486;5
24;17;10;12;4652.51421578;6.62464184654;6
24;17;10;12;4893.77841578;6.95311262778;7
24;17;10;12;5471.76531209;7.42149314258;8
24;17;10;12;6340.28389889;7.88929035861;9
24;17;10;12;7435.55308289;8.40754007427;10
24;17;10;13;6207.91659101;8.18182632081;0
24;17;10;13;5546.63804374;7.69200839613;1
24;17;10;13;4955.1209716;7.171613484;2
24;17;10;13;4489.27392886;6.6774646569;3
24;17;10;13;4215.31857519;6.32404501447;4
24;17;10;13;4190.90908342;6.27943854557;5
24;17;10;13;4426.52204676;6.55404386159;6
24;17;10;13;4898.73139202;7.00304618929;7
24;17;10;13;5584.37120325;7.47451948608;8
24;17;10;13;6445.88375592;7.92339104097;9
24;17;10;13;7435.55308289;8.40754007427;10
24;17;10;14;4333.64182242;6.62817079274;0
24;17;10;14;4059.977312;6.35450260957;1
24;17;10;14;3850.35393315;6.11122951316;2
24;17;10;14;3742.72935026;5.91910198669;3
24;17;10;14;3782.659112;5.96643866913;4
24;17;10;14;4009.54656148;6.21530862613;5
24;17;10;14;4423.72908082;6.6201369938;6
24;17;10;14;4999.80277226;7.06771253667;7
24;17;10;14;5715.17505327;7.51687857675;8
24;17;10;14;6539.14200588;7.95306387791;9
24;17;10;14;7435.55308289;8.40754007427;10
24;17;10;15;3492.61594623;5.75480865829;0
24;17;10;15;3414.93465453;5.64549721023;1
24;17;10;15;3403.10031401;5.62243930866;2
24;17;10;15;3482.81312845;5.72223821886;3
24;17;10;15;3685.00502829;5.94118027743;4
24;17;10;15;4036.12794396;6.29289312484;5
24;17;10;15;4529.70499597;6.70788982757;6
24;17;10;15;5139.70000974;7.14138093329;7
24;17;10;15;5844.57929639;7.55535794022;8
24;17;10;15;6619.09024775;7.97786075199;9
24;17;10;15;7435.55308289;8.40754007427;10
24;17;10;16;3223.93494539;5.46967687402;0
24;17;10;16;3233.35496088;5.47600582755;1
24;17;10;16;3314.05492094;5.56622213287;2
24;17;10;16;3483.15201009;5.7461854606;3
24;17;10;16;3760.96454851;6.03941000542;4
24;17;10;16;4164.51854652;6.40185276754;5
24;17;10;16;4682.64522711;6.80037560274;6
24;17;10;16;5289.38985359;7.20015408115;7
24;17;10;16;5964.44727384;7.60345538391;8
24;17;10;16;6686.94493721;8.00419406506;9
24;17;10;16;7435.55308289;8.40754007427;10
24;17;10;17;3268.83900679;5.47620509035;0
24;17;10;17;3303.7789067;5.51798466917;1
24;17;10;17;3417.03725798;5.65198488402;2
24;17;10;17;3619.52837802;5.87427554366;3
24;17;10;17;3923.62120273;6.16860539911;4
24;17;10;17;4339.26320676;6.51366369781;5
24;17;10;17;4851.95428124;6.88103428285;6
24;17;10;17;5436.18988421;7.2585343926;7
24;17;10;17;6072.91635301;7.64530283711;8
24;17;10;17;6744.84681207;8.02631318984;9
24;17;10;17;7435.55308289;8.40754007427;10
24;17;10;18;3488.34713628;5.6606904105;0
24;17;10;18;3513.33282406;5.69502284708;1
24;17;10;18;3624.33434109;5.82165707481;2
24;17;10;18;3827.61433753;6.02784221732;3
24;17;10;18;4129.36344291;6.30048655625;4
24;17;10;18;4534.01362291;6.6161001279;5
24;17;10;18;5024.61274577;6.9602090896;6
24;17;10;18;5576.29806742;7.32288896114;7
24;17;10;18;6171.2370985;7.68139391468;8
24;17;10;18;6795.15859776;8.04668019092;9
24;17;10;18;7435.55308289;8.40754007427;10
24;17;10;19;3812.44825853;5.89750034726;0
24;17;10;19;3805.7474957;5.90390639153;1
24;17;10;19;3893.05901058;5.99815032435;2
24;17;10;19;4077.01489319;6.18126808286;3
24;17;10;19;4358.80538466;6.42645171948;4
24;17;10;19;4738.38736458;6.72453789676;5
24;17;10;19;5196.93292786;7.04724913059;6
24;17;10;19;5710.33032382;7.3798996403;7
24;17;10;19;6261.93254762;7.72062176312;8
24;17;10;19;6840.09057033;8.06432044659;9
24;17;10;19;7435.55308289;8.40754007427;10
24;17;10;20;4209.19371701;6.17682387076;0
24;17;10;20;4155.82794516;6.14754387896;1
24;17;10;20;4204.70150182;6.21170396821;2
24;17;10;20;4355.50312517;6.35297954538;3
24;17;10;20;4605.21278103;6.56539703737;4
24;17;10;20;4950.00995921;6.83295198309;5
24;17;10;20;5369.57935939;7.12594160791;6
24;17;10;20;5840.63740088;7.43794705372;7
24;17;10;20;6347.70197149;7.75757924401;8
24;17;10;20;6881.48544057;8.08036546061;9
24;17;10;20;7435.55308289;8.40754007427;10
24;17;10;21;4665.17070046;6.45613246768;0
24;17;10;21;4553.31293095;6.39095795022;1
24;17;10;21;4552.18609776;6.42090377924;2
24;17;10;21;4659.02235702;6.52962512074;3
24;17;10;21;4867.1419849;6.70567980464;4
24;17;10;21;5169.4326126;6.93869872228;5
24;17;10;21;5544.36857794;7.20925202937;6
24;17;10;21;5969.56186408;7.49666563655;7
24;17;10;21;6430.69249207;7.79350931491;8
24;17;10;21;6920.66315479;8.09663741774;9
24;17;10;21;7435.55308289;8.40754007427;10
24;17;10;22;5171.99769905;6.74078035692;0
24;17;10;22;4991.69806618;6.64138513586;1
24;17;10;22;4930.88845953;6.63197927931;2
24;17;10;22;4984.72355237;6.712014684;3
24;17;10;22;5143.28722159;6.85844824585;4
24;17;10;22;5396.54811254;7.0534385809;5
24;17;10;22;5721.98713022;7.29319415329;6
24;17;10;22;6098.17203474;7.55469461507;7
24;17;10;22;6511.95001068;7.82830568434;8
24;17;10;22;6958.28913758;8.11193655023;9
24;17;10;22;7435.55308289;8.40754007427;10
24;17;10;23;5716.34461742;7.03294970791;0
24;17;10;23;5459.98199229;6.88832117876;1
24;17;10;23;5332.01041177;6.84728359576;2
24;17;10;23;5325.84006394;6.89238959811;3
24;17;10;23;5428.69858176;7.00733226367;4
24;17;10;23;5627.97111943;7.16960433504;5
24;17;10;23;5900.33392065;7.37530351889;6
24;17;10;23;6225.35171547;7.61188520948;7
24;17;10;23;6591.032401;7.86267868252;8
24;17;10;23;6994.2871381;8.12629047316;9
24;17;10;23;7435.55308289;8.40754007427;10
24;18;10;10;27959.7245164;15.7712503556;0
24;18;10;10;22912.2028667;14.3781988897;1
24;18;10;10;18183.7664122;12.9321479455;2
24;18;10;10;13940.0628815;11.4479986554;3
24;18;10;10;10355.4778268;9.94641832188;4
24;18;10;10;7578.31510323;8.45011436837;5
24;18;10;10;5671.13447335;7.07130112653;6
24;18;10;10;4626.67536683;6.33316571387;7
24;18;10;10;4424.41811413;6.50959228798;8
24;18;10;10;4988.9337749;6.96128866914;9
24;18;10;10;6204.31293124;7.48507317698;10
24;18;10;11;16071.6845149;12.3883225272;0
24;18;10;11;13258.8942281;11.334515601;1
24;18;10;11;10647.9921754;10.2352561609;2
24;18;10;11;8348.04112375;9.10227384228;3
24;18;10;11;6476.51895944;7.95572217595;4
24;18;10;11;5132.87708744;6.87224885036;5
24;18;10;11;4349.67015988;6.14425910684;6
24;18;10;11;4107.23012412;6.12230787874;7
24;18;10;11;4380.32585498;6.53061614027;8
24;18;10;11;5107.68137984;6.98345579138;9
24;18;10;11;6204.31293124;7.48507317698;10
24;18;10;12;9274.5266346;9.69465226502;0
24;18;10;12;7781.72414821;8.91097020535;1
24;18;10;12;6423.97541391;8.08784493341;2
24;18;10;12;5273.22164532;7.2456067137;3
24;18;10;12;4408.61455462;6.43482102081;4
24;18;10;12;3896.72213848;5.86133279144;5
24;18;10;12;3751.14665845;5.79268956959;6
24;18;10;12;3946.22711054;6.12881947101;7
24;18;10;12;4455.52653358;6.57109331897;8
24;18;10;12;5229.2437328;7.0076059087;9
24;18;10;12;6204.31293124;7.48507317698;10
24;18;10;13;5588.1486708;7.57417949828;0
24;18;10;13;4847.92315598;7.01693418358;1
24;18;10;13;4206.65592277;6.43823690436;2
24;18;10;13;3712.01427396;5.89607952296;3
24;18;10;13;3417.3367062;5.51903522569;4
24;18;10;13;3367.05685996;5.48980054768;5
24;18;10;13;3562.93800289;5.76520776121;6
24;18;10;13;3977.02532935;6.19081365296;7
24;18;10;13;4583.52027171;6.63057848629;8
24;18;10;13;5341.78275769;7.04481907571;9
24;18;10;13;6204.31293124;7.48507317698;10
24;18;10;14;3722.07995283;6.02052397021;0
24;18;10;14;3395.66933716;5.69020998221;1
24;18;10;14;3150.08099611;5.39361432404;2
24;18;10;14;3016.9864093;5.17836912453;3
24;18;10;14;3032.15572296;5.22266744848;4
24;18;10;14;3224.96747214;5.45752018158;5
24;18;10;14;3589.79481391;5.84900471037;6
24;18;10;14;4098.37819238;6.26628493248;7
24;18;10;14;4726.39939448;6.67764800919;8
24;18;10;14;5440.48636622;7.07659652029;9
24;18;10;14;6204.31293124;7.48507317698;10
24;18;10;15;2887.5222778;5.14720234871;0
24;18;10;15;2777.74701378;4.99624036614;1
24;18;10;15;2740.81352747;4.94827538521;2
24;18;10;15;2797.67686722;5.02199225516;3
24;18;10;15;2971.92528844;5.22413791861;4
24;18;10;15;3282.50485817;5.56327861539;5
24;18;10;15;3719.14137725;5.94819884841;6
24;18;10;15;4254.26176929;6.34698901433;7
24;18;10;15;4865.32165022;6.71989560518;8
24;18;10;15;5524.72676717;7.10383192573;9
24;18;10;15;6204.31293124;7.48507317698;10
24;18;10;16;2624.00165184;4.86207056444;0
24;18;10;16;2617.80410712;4.84403812123;1
24;18;10;16;2682.07374362;4.90868345133;2
24;18;10;16;2830.41203412;5.07473251064;3
24;18;10;16;3077.74165052;5.35263995875;4
24;18;10;16;3435.59237089;5.68513465775;5
24;18;10;16;3890.72687048;6.05062879951;6
24;18;10;16;4416.70562347;6.41162620194;7
24;18;10;16;4992.78316287;6.7716872366;8
24;18;10;16;5596.00577035;7.13152047186;9
24;18;10;16;6204.31293124;7.48507317698;10
24;18;10;17;2673.10627902;4.86876721653;0
24;18;10;17;2705.840484;4.90426608047;1
24;18;10;17;2809.72496764;5.02735896417;2
24;18;10;17;2993.1591077;5.22847153217;3
24;18;10;17;3264.7018933;5.4977738745;4
24;18;10;17;3630.44041469;5.80918169249;5
24;18;10;17;4075.21324244;6.13919400523;6
24;18;10;17;4573.88746945;6.47533904073;7
24;18;10;17;5107.43341003;6.81684587232;8
24;18;10;17;5656.69505025;7.15540037479;9
24;18;10;17;6204.31293124;7.48507317698;10
24;18;10;18;2896.13077605;5.05365045594;0
24;18;10;18;2930.13807736;5.09155944508;1
24;18;10;18;3037.6728102;5.20761239686;2
24;18;10;18;3223.32044901;5.39636465724;3
24;18;10;18;3490.78909517;5.64068314405;4
24;18;10;18;3842.01972701;5.92059179577;5
24;18;10;18;4260.57690682;6.22429793682;6
24;18;10;18;4722.68645303;6.54392850901;7
24;18;10;18;5210.92852004;6.85648023787;8
24;18;10;18;5709.34022175;7.17666921944;9
24;18;10;18;6204.31293124;7.48507317698;10
24;18;10;19;3223.27749259;5.29052774524;0
24;18;10;19;3235.32253347;5.31098707123;1
24;18;10;19;3324.28350399;5.40603244358;2
24;18;10;19;3491.84092208;5.56521734426;3
24;18;10;19;3737.85220385;5.78194492083;4
24;18;10;19;4060.96930288;6.04030922124;5
24;18;10;19;4443.90130956;6.31849674828;6
24;18;10;19;4864.2459806;6.60464158267;7
24;18;10;19;5306.10558687;6.89775835915;8
24;18;10;19;5756.29318516;7.19509057935;9
24;18;10;19;6204.31293124;7.48507317698;10
24;18;10;20;3622.75615394;5.57240591622;0
24;18;10;20;3596.86295039;5.5596439089;1
24;18;10;20;3651.97742172;5.62527856352;2
24;18;10;20;3787.48791129;5.75562629787;3
24;18;10;20;4000.07333617;5.93881139754;4
24;18;10;20;4285.67266534;6.16198690147;5
24;18;10;20;4626.42324141;6.40581952995;6
24;18;10;20;5001.30824472;6.66801007975;7
