st1;st2;chi2;chi2error;offset
19;11;161.578290026;0.28672699605;7
19;11;187.706570456;0.305045620665;8
19;11;219.253794279;0.335609885543;9
19;11;255.362138447;0.374698307828;10
19;12;66.0994280647;0.209113146416;0
19;12;66.2817952606;0.209113146416;1
19;12;67.2223286388;0.209113146416;2
19;12;69.7521225765;0.209113146416;3
19;12;74.8892552212;0.209493566077;4
19;12;83.7000178913;0.213003005141;5
19;12;96.7396584273;0.230789748046;6
19;12;114.036332435;0.257675398514;7
19;12;135.36171641;0.286967712397;8
19;12;160.136953454;0.317781704923;9
19;12;187.727041745;0.350537698228;10
19;13;57.080477603;0.207078046191;0
19;13;57.5790346374;0.208212129179;1
19;13;59.3008904615;0.211614378143;2
19;13;62.6929170363;0.218373756923;3
19;13;68.2841988311;0.228296983068;4
19;13;76.6309615155;0.243321429115;5
19;13;87.9481190576;0.261466756921;6
19;13;102.132478092;0.281596729957;7
19;13;118.955630279;0.303144306727;8
19;13;137.97187686;0.325542445739;9
19;13;158.715653435;0.348244665903;10
19;14;70.210544971;0.242371120309;0
19;14;70.7836437257;0.243616009107;1
19;14;72.6299675041;0.247350675501;2
19;14;75.9774608213;0.253575119491;3
19;14;81.0814159693;0.262289341077;4
19;14;88.2119387071;0.273493340259;5
19;14;97.4120802143;0.286635758816;6
19;14;108.535012356;0.301366942925;7
19;14;121.380138427;0.317135534366;8
19;14;135.613090621;0.333526570207;9
19;14;150.897584784;0.350694215323;10
19;15;93.0836103912;0.275635567445;0
19;15;93.6078872773;0.276520840598;1
19;15;95.2494729377;0.279176660058;2
19;15;98.1149289123;0.283603025824;3
19;15;102.311870442;0.289799937897;4
19;15;107.955617164;0.297767396277;5
19;15;115.012758557;0.307062764386;6
19;15;123.33890965;0.317243405649;7
19;15;132.772673097;0.329023235952;8
19;15;143.071672657;0.341417060098;9
19;15;153.999243944;0.354074345088;10
19;16;119.249593962;0.302174169612;0
19;16;119.666907836;0.302772538958;1
19;16;120.953686277;0.304567646996;2
19;16;123.152008169;0.307559493726;3
19;16;126.294745639;0.311748079149;4
19;16;130.418452337;0.317719750101;5
19;16;135.466019955;0.324751143172;6
19;16;141.318301855;0.332829129344;7
19;16;147.856097441;0.341206300189;8
19;16;154.913101251;0.349583471034;9
19;16;162.330683538;0.358043181087;10
19;17;145.737028574;0.325603680076;0
19;17;146.022707597;0.326090118077;1
19;17;146.895210007;0.32754943208;2
19;17;148.365328411;0.329981622085;3
19;17;150.433319216;0.333265078591;4
19;17;153.10092611;0.337278192099;5
19;17;156.31619476;0.341838548358;6
19;17;159.995783292;0.346763733117;7
19;17;164.06199709;0.351871332127;8
19;17;168.41220826;0.356978931137;9
19;17;172.950362211;0.361964920647;10
19;18;171.490514003;0.348607648932;0
19;18;171.635243834;0.348833418731;1
19;18;172.074367541;0.349510728127;2
19;18;172.807119526;0.35063957712;3
19;18;173.825931381;0.35216352326;4
19;18;175.123630736;0.354026124099;5
19;18;176.669446576;0.356142715961;6
19;18;178.420541199;0.358428635172;7
19;18;180.338904873;0.360799218057;8
19;18;182.376426888;0.363169800942;9
19;18;184.488783034;0.365483941378;10
20;10;236.495114467;0.409750424901;0
20;10;234.089230916;0.409750424901;1
20;10;228.08366903;0.409750424901;2
20;10;221.271984898;0.409750424901;3
20;10;217.21438732;0.409750424901;4
20;10;219.623967381;0.409750424901;5
20;10;230.997520814;0.409750424901;6
20;10;252.321648825;0.409139855124;7
20;10;283.625184006;0.411478182418;8
20;10;323.975888068;0.428513501252;9
20;10;372.174990686;0.455107055652;10
20;11;107.510481424;0.265777460028;0
20;11;106.727936276;0.265777460028;1
20;11;105.118742482;0.265777460028;2
20;11;104.33115591;0.265777460028;3
20;11;106.436625197;0.265777460028;4
20;11;113.598738923;0.265777460028;5
20;11;127.157636285;0.265777460028;6
20;11;147.507230383;0.270383515399;7
20;11;174.496516311;0.293349613487;8
20;11;207.361613712;0.326944256961;9
20;11;245.197801024;0.367664815339;10
20;12;57.3302984611;0.196345100709;0
20;12;57.3891617127;0.196345100709;1
20;12;58.0104498607;0.196345100709;2
20;12;60.1451217638;0.196345100709;3
20;12;64.9649429168;0.196750846899;4
20;12;73.696390154;0.202539673586;5
20;12;87.0060763459;0.223823442985;6
20;12;104.97047973;0.252350767696;7
20;12;127.367861531;0.283187478133;8
20;12;153.586170912;0.31524142714;9
20;12;182.945253333;0.348489116789;10
20;13;50.5854274229;0.196931273715;0
20;13;51.0252691004;0.19816666282;1
20;13;52.6102693848;0.201872830133;2
20;13;55.876341057;0.209518637433;3
20;13;61.4652231615;0.220827740211;4
20;13;70.0507234792;0.237505493122;5
20;13;81.9235854496;0.256962871518;6
20;13;97.0067531552;0.27827333357;7
20;13;115.067997548;0.301016878279;8
20;13;135.625873651;0.325415813093;9
20;13;158.171038649;0.350488499043;10
20;14;65.5000283491;0.233380202463;0
20;14;66.0652531588;0.234777050436;1
20;14;67.9178476752;0.238967594355;2
20;14;71.3506090466;0.245951834219;3
20;14;76.6992845792;0.255729770029;4
20;14;84.3181300634;0.268301401784;5
20;14;94.2981404059;0.282968305499;6
20;14;106.501215588;0.299032057187;7
20;14;120.714772757;0.316349733335;8
20;14;136.566695044;0.334974372973;9
20;14;153.677998337;0.354595518826;10
20;15;89.7797048887;0.266644649599;0
20;15;90.3361822207;0.267681881927;1
20;15;92.0968541013;0.270793578912;2
20;15;95.2140690085;0.275979740552;3
20;15;99.8505167498;0.283240366849;4
20;15;106.179315046;0.292575457802;5
20;15;114.193016907;0.303699446884;6
20;15;123.742243035;0.31683772304;7
20;15;134.647173746;0.331295502332;8
20;15;146.626105048;0.345816754926;9
20;15;159.40052266;0.35999226341;10
20;16;117.067892378;0.293183251766;0
20;16;117.549378319;0.293933580287;1
20;16;119.045247939;0.296184565849;2
20;16;121.628156318;0.299936208454;3
20;16;125.365801458;0.306130688294;4
20;16;130.331511328;0.314384302024;5
20;16;136.4766052;0.323763408535;6
20;16;143.66599425;0.333892843568;7
20;16;151.756920713;0.344397442861;8
20;16;160.542491884;0.354902042154;9
20;16;169.822906306;0.36515653194;10
20;17;144.468805462;0.317853762158;0
20;17;144.84468158;0.318542812392;1
20;17;145.999539565;0.320609963095;2
20;17;147.962366618;0.324055214265;3
20;17;150.7517625;0.328706303345;4
20;17;154.389131792;0.334390967776;5
20;17;158.81667341;0.340850813721;6
20;17;163.926191691;0.347827447341;7
20;17;169.612255072;0.355062474799;8
20;17;175.730623191;0.362297502257;9
20;17;182.144621792;0.369360267156;10
20;18;170.986979797;0.340857731015;0
20;18;171.243692732;0.341286113046;1
20;18;172.02650293;0.342571259142;2
20;18;173.342474527;0.3447131693;3
20;18;175.188584665;0.347604748015;4
20;18;177.562995915;0.351138899777;5
20;18;180.417141215;0.355154981324;6
20;18;183.67586902;0.359492349396;7
20;18;187.26993368;0.363990360729;8
20;18;191.108753784;0.368488372062;9
20;18;195.107847584;0.372879287888;10
20;19;196.591805319;0.360817083219;0
20;19;196.722657708;0.361045021981;1
20;19;197.119464098;0.361728838268;2
20;19;197.781077015;0.362817879021;3
20;19;198.700091462;0.364261491182;4
20;19;199.869434397;0.366009021693;5
20;19;201.260960253;0.367984490966;6
20;19;202.835893888;0.370111919414;7
20;19;204.559968862;0.372315327449;8
20;19;206.389971137;0.374518735485;9
20;19;208.286143434;0.376646163933;10
21;10;224.115150724;0.389227730321;0
21;10;221.408328132;0.389227730321;1
21;10;214.581871554;0.389227730321;2
21;10;206.629013181;0.389227730321;3
21;10;201.37033808;0.389227730321;4
21;10;202.789849183;0.389227730321;5
21;10;213.589740506;0.38921051066;6
21;10;234.865239454;0.388503664977;7
21;10;266.681258966;0.391255400541;8
21;10;308.082224503;0.412770003345;9
21;10;357.823654169;0.44129035527;10
21;11;98.4851298194;0.251297418922;0
21;11;97.4972186253;0.251297418922;1
21;11;95.3361826019;0.251297418922;2
21;11;93.804484143;0.251297418922;3
21;11;95.1734185869;0.251297418922;4
21;11;101.814639878;0.251297418922;5
21;11;115.221265155;0.251021439437;6
21;11;135.863107208;0.25811726684;7
21;11;163.609891873;0.284462469132;8
21;11;197.670637547;0.321173952955;9
21;11;237.096938404;0.362091298914;10
21;12;50.9760706332;0.187188609439;0
21;12;50.9056682309;0.187188609439;1
21;12;51.189348285;0.187188609439;2
21;12;52.896070841;0.187188609439;3
21;12;57.3492511797;0.187617773765;4
21;12;65.9333897267;0.195768175106;5
21;12;79.4263373829;0.220498067639;6
21;12;97.9544134538;0.250110406147;7
21;12;121.304387726;0.281439401959;8
21;12;148.834110219;0.315124336459;9
21;12;179.821356382;0.349457482555;10
21;13;46.3339236382;0.188126054488;0
21;13;46.7044063297;0.189455116138;1
21;13;48.1204448673;0.193601107846;2
21;13;51.207452167;0.201907743155;3
21;13;56.7208761703;0.214762442925;4
21;13;65.4531550766;0.232704775193;5
21;13;77.7734124561;0.253637496171;6
21;13;93.6339199643;0.276563809624;7
21;13;112.801335741;0.300819184727;8
21;13;134.761755705;0.32648445681;9
21;13;158.965037779;0.353954383206;10
21;14;62.8985907759;0.225220438053;0
21;14;63.4414670329;0.226757794843;1
21;14;65.2574412952;0.231369865214;2
21;14;68.7064452765;0.239056649165;3
21;14;74.2081619052;0.249818146697;4
21;14;82.204564469;0.263500683855;5
21;14;92.8392434951;0.279642930153;6
21;14;105.987329026;0.297606629649;7
21;14;121.427575234;0.317848494054;8
21;14;138.753554225;0.339346734787;9
21;14;157.54647981;0.360357277588;10
21;15;88.4788881248;0.258844500833;0
21;15;89.0500716281;0.260022241979;1
21;15;90.8784379167;0.263555465416;2
21;15;94.1658409687;0.269444171144;3
21;15;99.1354382217;0.277688359163;4
21;15;106.023698606;0.288145082529;5
21;15;114.855446797;0.301858305995;6
21;15;125.481845121;0.31775781146;7
21;15;137.70845971;0.334246187498;8
21;15;151.217815811;0.350734563536;9
21;15;165.692383077;0.366830359192;10
21;16;116.804719742;0.285670006807;0
21;16;117.330474365;0.286560844146;1
21;16;118.97726134;0.289233356161;2
21;16;121.853176659;0.294698081132;3
21;16;126.067663029;0.302715617177;4
21;16;131.737960039;0.31236635501;5
21;16;138.831444039;0.32320487596;6
21;16;147.203444908;0.33487640529;7
21;16;156.691842775;0.347348128027;8
21;16;167.052809594;0.359819850764;9
21;16;178.048154926;0.371994627722;10
21;17;145.050279291;0.311721546721;0
21;17;145.494488093;0.312597942045;1
21;17;146.868007245;0.315227128017;2
21;17;149.223816227;0.319609104637;3
21;17;152.607018972;0.325524773074;4
21;17;157.067107779;0.332645485082;5
21;17;162.549139895;0.340642592413;6
21;17;168.927098269;0.349187446823;7
21;17;176.072324405;0.358013159965;8
21;17;183.802694623;0.367215310868;9
21;17;191.943656134;0.376198362939;10
21;18;172.275522048;0.334921016729;0
21;18;172.620712067;0.335536743851;1
21;18;173.678892967;0.337383925216;2
21;18;175.471537316;0.340462560824;3
21;18;178.009368309;0.344618718895;4
21;18;181.305389761;0.349694120325;5
21;18;185.302844048;0.355543527981;6
21;18;189.901860303;0.361777765088;7
21;18;195.006730634;0.368165933975;8
21;18;200.488196742;0.374477136972;9
21;18;206.224325652;0.380867524699;10
21;19;198.492753278;0.355892749187;0
21;19;198.729530207;0.356331451175;1
21;19;199.450824532;0.35764755714;2
21;19;200.661596451;0.359743577752;3
21;19;202.357136963;0.362522023679;4
21;19;204.533741248;0.365836660925;5
21;19;207.145503512;0.369541255494;6
21;19;210.122954856;0.37348957339;7
21;19;213.402564433;0.377535380617;8
21;19;216.901753994;0.381532443179;9
21;19;220.54368513;0.385334527078;10
21;20;224.104854383;0.376132831456;0
21;20;224.226436765;0.376320176546;1
21;20;224.595003901;0.376929048088;2
21;20;225.209214122;0.37791260981;3
21;20;226.061846794;0.37922402544;4
21;20;227.145973918;0.380793040568;5
21;20;228.435247178;0.382549400786;6
21;20;229.893611195;0.384422851685;7
21;20;231.489286813;0.386343138857;8
21;20;233.182292999;0.388240007892;9
