st1;st2;chi2;chi2error;offset
15;12;17892.315759;12.1489975124;2
15;12;18009.5653396;12.0713020477;3
15;12;18276.3517181;12.0017851908;4
15;12;18748.9719837;11.9701418272;5
15;12;19437.6344365;11.9888959532;6
15;12;20334.60309;12.1354533707;7
15;12;21432.2099619;12.4865298529;8
15;12;22731.5690972;12.9760623637;9
15;12;24216.5743496;13.5880007892;10
15;13;14622.7188123;11.3072920867;0
15;13;14649.9050425;11.3075184636;1
15;13;14742.1245809;11.3115565995;2
15;13;14915.7380772;11.3315108463;3
15;13;15198.5255079;11.3895451976;4
15;13;15608.8704754;11.5111716907;5
15;13;16141.7665505;11.6747332704;6
15;13;16785.2233569;11.911016468;7
15;13;17528.615857;12.2185357265;8
15;13;18365.99943;12.5693417999;9
15;13;19285.9684323;12.9568096798;10
15;14;14640.5185667;11.7628862841;0
15;14;14660.593348;11.7701096311;1
15;14;14725.0130156;11.7932183197;2
15;14;14837.9109334;11.8338157356;3
15;14;15006.4922609;11.8946121397;4
15;14;15233.8487802;11.9774546494;5
15;14;15513.9802584;12.084150119;6
15;14;15839.0165056;12.2124884765;7
15;14;16202.1476855;12.3607037022;8
15;14;16598.4722655;12.5230096706;9
15;14;17022.2705693;12.698161328;10
16;10;41742.0709346;20.7768846779;0
16;10;41460.9836852;20.7334240368;1
16;10;40689.2090314;20.600310248;2
16;10;39648.456879;20.3855166799;3
16;10;38698.4783436;20.1143401017;4
16;10;38165.8408339;19.8005980532;5
16;10;38221.8536135;19.4517218222;6
16;10;38940.7015965;19.0850074595;7
16;10;40369.8624151;18.7320904406;8
16;10;42574.84946;18.4830107047;9
16;10;45532.4174751;18.5102244602;10
16;11;22619.5412789;14.4641227518;0
16;11;22527.0979421;14.4326944709;1
16;11;22294.5628183;14.3364340971;2
16;11;22040.1044332;14.1811075202;3
16;11;21954.8472066;13.985007935;4
16;11;22206.3080909;13.7581274058;5
16;11;22866.4118681;13.5058398201;6
16;11;23953.3999791;13.265916471;7
16;11;25472.48084;13.1553304356;8
16;11;27439.7857098;13.4575292193;9
16;11;29829.0239486;14.1955387602;10
16;12;14013.0945969;10.6610193332;0
16;12;14010.1749567;10.6391718688;1
16;12;14028.7357589;10.5741075703;2
16;12;14127.5861186;10.4850265949;3
16;12;14401.3788862;10.4124228483;4
16;12;14928.5714926;10.3742944344;5
16;12;15730.4038391;10.4587034931;6
16;12;16799.9592533;10.776422801;7
16;12;18124.7373076;11.3072585981;8
16;12;19698.6573849;12.0161712521;9
16;12;21498.1955676;12.8140022832;10
16;13;11366.6351089;9.99343122527;0
16;13;11396.3424574;9.99373721032;1
16;13;11501.3842426;10.0026303032;2
16;13;11708.239187;10.0454369262;3
16;13;12059.1902867;10.1557508613;4
16;13;12586.0270411;10.3220194688;5
16;13;13287.8332657;10.6113241865;6
16;13;14149.9786081;10.9842925627;7
16;13;15155.9683617;11.428261258;8
16;13;16292.9066692;11.9292718035;9
16;13;17542.6853916;12.4724039954;10
16;14;11836.750203;10.6022694771;0
16;14;11868.713839;10.6152556596;1
16;14;11973.032334;10.6568006171;2
16;14;12159.6955731;10.7297869275;3
16;14;12444.4323931;10.8430696626;4
16;14;12836.8706159;11.0086002636;5
16;14;13329.6531772;11.2220483275;6
16;14;13909.5553095;11.4710033761;7
16;14;14563.0835692;11.7517636993;8
16;14;15278.5762097;12.053835654;9
16;14;16044.1723568;12.3721285366;10
16;15;13785.731908;11.5334862798;0
16;15;13805.0046315;11.5411435243;1
16;15;13866.2458535;11.5652630205;2
16;15;13971.9530404;11.6071239604;3
16;15;14125.9368114;11.6688886087;4
16;15;14329.3182244;11.7511182234;5
16;15;14576.4469353;11.8528944181;6
16;15;14859.8286537;11.9703086162;7
16;15;15172.1382071;12.0984637129;8
16;15;15506.7659504;12.2349148577;9
16;15;15858.0131129;12.3768669375;10
17;10;37857.6505869;19.3223540076;0
17;10;37538.347605;19.2758637793;1
17;10;36660.9032353;19.1334707935;2
17;10;35474.0286909;18.9037042324;3
17;10;34375.0757655;18.6136242715;4
17;10;33731.7383018;18.2780116544;5
17;10;33742.7449637;17.9048156944;6
17;10;34491.6226664;17.5125381287;7
17;10;36023.5153911;17.1359703571;8
17;10;38395.6448678;16.9800857981;9
17;10;41576.0252226;17.2209443354;10
17;11;19483.6502159;13.0590786167;0
17;11;19368.4936606;13.0246207485;1
17;11;19075.0974128;12.9190811778;2
17;11;18741.5789335;12.7487816079;3
17;11;18586.7682033;12.5337786401;4
17;11;18807.9397948;12.284000159;5
17;11;19495.4236125;12.0019807071;6
17;11;20672.3107486;11.7855724936;7
17;11;22340.128995;11.8128376651;8
17;11;24507.0340704;12.3988973067;9
17;11;27138.9235985;13.4331931673;10
17;12;11473.2230699;9.54902733402;0
17;12;11459.934152;9.52415028223;1
17;12;11453.3128567;9.45006351915;2
17;12;11526.5017539;9.35171469258;3
17;12;11793.980227;9.27659820556;4
17;12;12354.9108617;9.25864208387;5
17;12;13241.7610264;9.42964683468;6
17;12;14448.8866475;9.88324609905;7
17;12;15959.0341404;10.5917790412;8
17;12;17758.3990597;11.4393134163;9
17;12;19816.3853773;12.3827448486;10
17;13;9295.95359828;9.06092575115;0
17;13;9325.00889056;9.06129653753;1
17;13;9432.95531378;9.07892683247;2
17;13;9656.18450625;9.15103580902;3
17;13;10050.6035818;9.28871626102;4
17;13;10661.5810409;9.53613181583;5
17;13;11493.7778748;9.91731392201;6
17;13;12531.0204534;10.398961253;7
17;13;13751.216609;10.960966886;8
17;13;15133.9448054;11.5701385641;9
17;13;16654.6070307;12.2281896272;10
17;14;10134.2551862;9.80073563459;0
17;14;10173.1921406;9.81841278805;1
17;14;10302.4557184;9.87496494216;2
17;14;10538.4798005;9.97720723907;3
17;14;10905.7501322;10.1475415421;4
17;14;11421.881446;10.3879715126;5
17;14;12080.6599114;10.6907891327;6
17;14;12865.1077866;11.0342744758;7
17;14;13755.4716178;11.4239315871;8
17;14;14732.7194732;11.8383930929;9
17;14;15778.9575033;12.2662184979;10
17;15;12373.4501033;10.8043280161;0
17;15;12405.7066441;10.8182182882;1
17;15;12509.2657433;10.8619711507;2
17;15;12690.3345793;10.941458774;3
17;15;12957.644232;11.0641654073;4
17;15;13315.8948526;11.2265051039;5
17;15;13757.0843942;11.418758375;6
17;15;14268.2238577;11.6318873297;7
17;15;14835.2058239;11.8599415016;8
17;15;15444.1730255;12.0980461661;9
17;15;16083.7538546;12.3416249799;10
17;16;15157.8076855;11.7521048785;0
17;16;15175.5867196;11.7591089343;1
17;16;15231.7647304;11.7810553855;2
17;16;15327.8699995;11.8189854993;3
17;16;15465.7622433;11.8746593678;4
17;16;15645.5039687;11.9475065952;5
17;16;15861.9551888;12.0337770396;6
17;16;16108.2316272;12.1301692076;7
17;16;16377.1343932;12.2345922198;8
17;16;16661.5136465;12.3413139045;9
17;16;16955.9838705;12.4489418257;10
18;10;35006.0423605;18.1272736556;0
18;10;34652.8821101;18.0782473064;1
18;10;33681.7814335;17.9280865415;2
18;10;32365.2119479;17.6857858245;3
18;10;31133.2566517;17.3798815094;4
18;10;30389.877233;17.0244989026;5
18;10;30358.3067551;16.6232441286;6
18;10;31130.3104613;16.1961963779;7
18;10;32748.5132376;15.8257500545;8
18;10;35261.9070651;15.8169647865;9
18;10;38630.4755717;16.2739758332;10
18;11;17258.6490271;11.9505504823;0
18;11;17122.6126307;11.9135564932;1
18;11;16773.070137;11.8002491434;2
18;11;16365.9957459;11.6174154176;3
18;11;16144.6672668;11.3865880955;4
18;11;16333.1100829;11.1184257604;5
18;11;17038.6124878;10.8234008831;6
18;11;18288.7432766;10.643662409;7
18;11;20081.383571;10.8212429379;8
18;11;22416.7239709;11.6378494807;9
18;11;25253.4091846;12.888949765;10
18;12;9747.16032415;8.76353466025;0
18;12;9723.32489518;8.73612148759;1
18;12;9690.42489493;8.65526724822;2
18;12;9734.75881462;8.55054931478;3
18;12;9988.65819382;8.47115480643;4
18;12;10570.4584504;8.47687221458;5
18;12;11523.5768003;8.75301627786;6
18;12;12843.8524595;9.35497390415;7
18;12;14509.4873367;10.1741275917;8
18;12;16498.9225805;11.1235626823;9
18;12;18774.9284012;12.155908168;10
18;13;7962.65807255;8.40389167302;0
18;13;7989.30131082;8.4068452975;1
18;13;8094.48092965;8.434832069;2
18;13;8324.04397797;8.5282004945;3
18;13;8746.55757397;8.68728687457;4
18;13;9420.59762258;9.02475168938;5
18;13;10357.0450035;9.48324599159;6
18;13;11538.8521569;10.0617666659;7
18;13;12938.6756263;10.7093479106;8
18;13;14528.5053441;11.4104408284;9
18;13;16277.5969379;12.1488327429;10
18;14;9109.1750541;9.28083866241;0
18;14;9152.08328985;9.30244271029;1
18;14;9297.0305075;9.37155765276;2
18;14;9567.0021045;9.507455771;3
18;14;9995.0694045;9.72591726144;4
18;14;10607.3733064;10.0327147235;5
18;14;11400.2081377;10.4134792007;6
18;14;12353.8724508;10.8447014034;7
18;14;13442.806872;11.2988015653;8
18;14;14640.5211039;11.7700619905;9
18;14;15923.3574143;12.2672225083;10
18;15;11591.3125586;10.3906108991;0
18;15;11632.5718751;10.4109007854;1
18;15;11766.3576862;10.4762064154;2
18;15;12003.1397695;10.5924854577;3
18;15;12357.0232252;10.7621910374;4
18;15;12837.5445097;10.9837225836;5
18;15;13436.2840613;11.2459262094;6
18;15;14136.0711383;11.5319385731;7
18;15;14916.5552281;11.8405051376;8
18;15;15756.523298;12.1547053118;9
18;15;16639.1413348;12.473213924;10
18;16;14569.4913893;11.3983879749;0
18;16;14600.2873596;11.4112552493;1
18;16;14698.2946439;11.4518486342;2
18;16;14867.4780097;11.5272511363;3
18;16;15112.5089906;11.6370035881;4
18;16;15435.3426023;11.7775972849;5
18;16;15828.0872215;11.9419857057;6
18;16;16278.5135974;12.1286150387;7
18;16;16772.8309661;12.3258238272;8
18;16;17296.6155768;12.5240037441;9
18;16;17839.2600286;12.7195330553;10
18;17;17647.6418816;12.3003972416;0
18;17;17663.9263603;12.3081967841;1
18;17;17715.2001655;12.3323775167;2
18;17;17802.4133189;12.3748823796;3
18;17;17926.2919945;12.4342188552;4
18;17;18086.3324391;12.5091645412;5
18;17;18277.8830316;12.5944049602;6
18;17;18494.6519229;12.6858122445;7
18;17;18729.7633312;12.7791705604;8
18;17;18976.0099763;12.871672361;9
18;17;19228.365759;12.9622614717;10
19;10;32830.8847931;17.114675455;0
19;10;32447.0256623;17.0634525222;1
19;10;31390.9789216;16.9065639328;2
19;10;29956.6477537;16.6534071396;3
19;10;28603.3885967;16.3284530943;4
19;10;27767.9307008;15.9506741529;5
19;10;27695.8732624;15.5314415023;6
19;10;28486.4247355;15.0804379921;7
19;10;30179.6116427;14.726902225;8
19;10;32816.3489398;14.869107751;9
19;10;36349.1393442;15.5024984773;10
19;11;15626.207999;11.1022385287;0
19;11;15470.7127243;11.063047956;1
19;11;15068.7123596;10.9430127817;2
19;11;14592.4993914;10.7493229797;3
19;11;14307.4506753;10.5007012308;4
19;11;14462.1162678;10.207540647;5
19;11;15179.6148497;9.90747737452;6
19;11;16491.7012759;9.77627212678;7
19;11;18392.6816902;10.1491257602;8
19;11;20874.8988682;11.1067436951;9
19;11;23890.1900878;12.4685569974;10
19;12;8546.85958311;8.23853752713;0
19;12;8512.51517395;8.20892777086;1
19;12;8453.02616081;8.12337741429;2
19;12;8466.93785177;8.01390633835;3
19;12;8702.96819229;7.92736012208;4
19;12;9297.41383951;7.97119544313;5
19;12;10304.3182814;8.32853226991;6
19;12;11721.1132742;9.01945315565;7
19;12;13521.6481153;9.93217136429;8
19;12;15676.6986315;10.9512893277;9
19;12;18142.7638635;12.055205058;10
19;13;7102.54065795;8.0399659165;0
19;13;7125.72032746;8.04340731278;1
19;13;7224.67504763;8.08343779655;2
19;13;7454.29359998;8.19152348072;3
19;13;7895.03248512;8.39247089407;4
19;13;8618.26207395;8.77719555222;5
19;13;9641.39280903;9.31508814679;6
19;13;10946.928037;9.95245710541;7
19;13;12502.5595329;10.6608355702;8
19;13;14272.7555737;11.3865832173;9
19;13;16220.9227657;12.1582972648;10
19;14;8516.00898504;8.99661686818;0
19;14;8560.98238291;9.02162207566;1
19;14;8715.6849904;9.10512783389;2
19;14;9009.62881848;9.27442280085;3
19;14;9484.24563349;9.53383433214;4
19;14;10174.4162892;9.89589746857;5
19;14;11079.7498739;10.3453818726;6
19;14;12178.4937197;10.834851314;7
19;14;13439.6433071;11.3458706801;8
19;14;14829.2994231;11.8897141528;9
19;14;16318.286585;12.4346896777;10
19;15;11208.5637884;10.1337046147;0
19;15;11256.2461421;10.1602545855;1
19;15;11412.3833804;10.2434460459;2
19;15;11691.9894189;10.3872260832;3
19;15;12114.7482074;10.5970684942;4
19;15;12695.7402966;10.8692837842;5
19;15;13427.3269036;11.1988442077;6
19;15;14289.0232323;11.5629286582;7
19;15;15254.65498;11.9570681927;8
19;15;16295.689062;12.3608316371;9
19;15;17390.0348306;12.7677951871;10
19;16;14354.6149712;11.1600290809;0
19;16;14395.310721;11.1799501016;1
19;16;14525.718637;11.242106949;2
19;16;14752.7659916;11.3527974992;3
19;16;15084.4839945;11.5105257869;4
19;16;15525.8220766;11.720244163;5
19;16;16067.6477648;11.96955065;6
19;16;16693.4102568;12.2439116462;7
19;16;17383.192913;12.5231138353;8
19;16;18115.3228274;12.8040346877;9
19;16;18874.1442839;13.0745639862;10
19;17;17569.4142288;12.1219879417;0
19;17;17598.4285693;12.1371450549;1
19;17;17690.2830985;12.1851291628;2
19;17;17847.6028883;12.2668730037;3
19;17;18072.6673722;12.3804277494;4
19;17;18365.891763;12.519764415;5
19;17;18719.7379766;12.6771078112;6
19;17;19122.7725051;12.8444835016;7
19;17;19561.7477927;13.0137352486;8
19;17;20022.2651139;13.1805659325;9
19;17;20494.4196273;13.3387658377;10
19;18;20711.8360503;13.0407204678;0
19;18;20726.9350237;13.0483143471;1
19;18;20774.3634471;13.0719603675;2
19;18;20854.7186191;13.1116381596;3
19;18;20968.0416166;13.1657461657;4
19;18;21113.5140104;13.2318047432;5
19;18;21286.8717654;13.3062207599;6
19;18;21482.2866972;13.3852930514;7
19;18;21693.1811856;13.4652166252;8
19;18;21912.4120951;13.5428345064;9
19;18;22135.2426364;13.6162218142;10
20;10;31111.7250498;16.2760380532;0
20;10;30699.2296209;16.2228438438;1
20;10;29563.9241117;16.0599175135;2
20;10;28019.6185264;15.7926420354;3
20;10;26552.6706185;15.4551823749;4
20;10;25630.2872831;15.0572691934;5
20;10;25519.0425799;14.5973011232;6
20;10;26325.0679997;14.1134504841;7
20;10;28085.7290312;13.8166205226;8
20;10;30833.9419994;14.1049780968;9
20;10;34515.0806958;14.8704187736;10
20;11;14394.097501;10.5301250384;0
20;11;14220.0530254;10.4889631891;1
20;11;13767.9497201;10.3628902739;2
20;11;13225.3980908;10.1552109063;3
20;11;12878.3378041;9.89184403915;4
20;11;12998.3991589;9.57959595404;5
20;11;13723.810335;9.26530003088;6
20;11;15090.3261645;9.16314231673;7
20;11;17088.7153153;9.68727123413;8
20;11;19703.5276245;10.7863614785;9
20;11;22880.0758434;12.2180948194;10
20;12;7702.56405909;7.91111501019;0
20;12;7657.70234206;7.87953397738;1
20;12;7571.32583656;7.78976919176;2
20;12;7553.64401769;7.67277402976;3
20;12;7768.81095606;7.5864913606;4
20;12;8370.31333875;7.67241653427;5
20;12;9422.63383219;8.1239888622;6
20;12;10924.8766715;8.90485387912;7
20;12;12846.655808;9.85953890958;8
20;12;15151.1179126;10.9049842996;9
20;12;17788.7187554;12.0295631629;10
20;13;6563.53531832;7.80302344681;0
20;13;6582.52043241;7.80977457115;1
20;13;6672.86299504;7.85918024049;2
20;13;6898.23962103;7.97655450545;3
20;13;7350.50717953;8.22205686051;4
20;13;8113.58926219;8.65147219685;5
20;13;9211.65898675;9.2566411122;6
20;13;10627.0599587;9.96302213684;7
20;13;12322.6992393;10.7150099489;8
20;13;14255.5448806;11.4949498138;9
20;13;16383.3390656;12.2998714194;10
20;14;8216.57336906;8.7921828838;0
20;14;8262.31385171;8.82024038856;1
20;14;8422.74546669;8.92364798205;2
20;14;8733.91091893;9.11405747916;3
20;14;9245.47537251;9.40977196993;4
20;14;10001.2342684;9.82986901277;5
20;14;11004.6743155;10.3283337799;6
20;14;12232.4453106;10.8734359123;7
20;14;13648.3269162;11.4581302174;8
20;14;15211.0208701;12.0746880637;9
20;14;16885.9845584;12.7062940364;10
20;15;11097.962636;9.96838473631;0
20;15;11150.3229554;9.99949207079;1
20;15;11323.4932432;10.0969635369;2
20;15;11637.2389787;10.2640354415;3
20;15;12116.9812291;10.5080825747;4
20;15;12783.8470763;10.8406157476;5
20;15;13631.80129;11.237993784;6
20;15;14637.6282361;11.6923561733;7
20;15;15769.5979874;12.1718229371;8
20;15;16991.8581592;12.6398858383;9
20;15;18277.1853051;13.0926941584;10
20;16;14394.6672382;11.0225631453;0
20;16;14443.1610811;11.0487818123;1
20;16;14599.6204881;11.1304395132;2
20;16;14874.3048933;11.2698797948;3
20;16;15278.9910743;11.4857163307;4
20;16;15822.3868383;11.7678397805;5
20;16;16495.1489986;12.085514965;6
20;16;17277.0917574;12.4291999497;7
20;16;18142.4717515;12.7772589624;8
20;16;19062.3603986;13.1203731108;9
20;16;20016.1561364;13.4451549018;10
20;17;17732.098981;12.0375201432;0
20;17;17771.4512108;12.0596439155;1
20;17;17896.6982785;12.1292524153;2
20;17;18112.6420187;12.2459906209;3
20;17;18423.6863034;12.4064916614;4
20;17;18832.1421549;12.6053358522;5
20;17;19328.783955;12.8279808175;6
20;17;19897.8072133;13.0631305911;7
20;17;20519.9169738;13.3052522582;8
20;17;21173.5106252;13.5421423096;9
20;17;21843.8896598;13.7661206357;10
20;18;20977.1786141;12.9861354718;0
20;18;21004.7415849;13.0003012538;1
20;18;21091.7078668;13.0449248245;2
20;18;21239.8843164;13.1195375011;3
20;18;21450.0793731;13.2210001168;4
20;18;21721.8112297;13.3465139486;5
20;18;22047.8920447;13.4879870905;6
20;18;22417.5065432;13.6372344625;7
20;18;22817.8449728;13.7870363638;8
20;18;23234.603667;13.9324413803;9
20;18;23658.3795624;14.0724757902;10
20;19;24120.1512069;13.8465853927;0
20;19;24134.4566679;13.8537870841;1
20;19;24179.3171075;13.8763257618;2
20;19;24255.104369;13.9131752388;3
20;19;24361.410425;13.9627239556;4
20;19;24497.2214548;14.0226381196;5
20;19;24658.5428926;14.0895507982;6
20;19;24839.8540248;14.1607758747;7
20;19;25034.7627193;14.2324077404;8
20;19;25236.1459952;14.3013916141;9
20;19;25439.4479157;14.3653606484;10
21;10;29718.1311903;15.6830322843;0
21;10;29278.2429445;15.6280153371;1
21;10;28067.1041274;15.4552171944;2
21;10;26417.4984679;15.1593420465;3
21;10;24841.3653127;14.7920365755;4
21;10;23834.9942228;14.3657889239;5
21;10;23685.1135793;13.8685473683;6
21;10;24504.4610263;13.3158879232;7
21;10;26327.6644495;13.0574287431;8
21;10;29179.6129047;13.4646965642;9
21;10;32998.7388324;14.335059443;10
21;11;13450.8529773;10.1927984112;0
21;11;13258.742704;10.1498138241;1
21;11;12757.764982;10.0148071181;2
21;11;12150.2610135;9.78245784627;3
21;11;11741.7987049;9.48495770436;4
21;11;11826.2510241;9.14366387737;5
21;11;12556.5770721;8.83022585519;6
21;11;13972.4350318;8.80175361351;7
21;11;16061.0455677;9.44988041665;8
21;11;18799.1214399;10.6119249844;9
21;11;22125.5929065;12.0745551598;10
21;12;7117.91205511;7.73371310729;0
21;12;7062.41121771;7.70030933665;1
21;12;6948.62642416;7.60404358641;2
21;12;6898.11931684;7.47099932031;3
21;12;7089.93182396;7.36477242981;4
21;12;7694.34692579;7.4838308068;5
21;12;8786.25980535;8.02584461416;6
21;12;10366.5259307;8.89119672235;7
21;12;12400.5659651;9.90161149393;8
21;12;14843.840944;10.9814095201;9
21;12;17640.8691369;12.0718758502;10
21;13;6261.16941407;7.67421109251;0
21;13;6275.3617311;7.68286394037;1
21;13;6355.19426594;7.74009428773;2
21;13;6573.03620309;7.85705879766;3
21;13;7031.90061316;8.12851310876;4
21;13;7828.21996252;8.59210492631;5
21;13;8993.18041238;9.25180533274;6
21;13;10509.1826417;10.0143873721;7
21;13;12334.4324518;10.8070295541;8
21;13;14418.3314751;11.6461475671;9
21;13;16713.0346943;12.5328526749;10
21;14;8135.72524152;8.70574202994;0
21;14;8181.2607001;8.73871300807;1
21;14;8344.44282348;8.85878783106;2
21;14;8667.91982588;9.06634951935;3
21;14;9209.58473814;9.38725207682;4
21;14;10022.3774191;9.82752190316;5
21;14;11114.1299598;10.3650937874;6
21;14;12460.219776;10.9736579594;7
21;14;14019.3266511;11.6510704747;8
21;14;15742.6794546;12.3437486361;9
21;14;17590.4232634;13.0057662965;10
21;15;11191.7200049;9.91352627425;0
21;15;11247.4914903;9.94884756799;1
21;15;11433.8645515;10.0583319625;2
21;15;11775.5651072;10.2418064492;3
21;15;12303.9339096;10.5261024043;4
21;15;13046.5905146;10.8936942904;5
21;15;13999.742361;11.3544242397;6
21;15;15137.8535269;11.8802097514;7
21;15;16423.7800042;12.4128831795;8
21;15;17814.2702802;12.9428183853;9
21;15;19277.0052741;13.4526069218;10
21;16;14627.7260597;11.0069643607;0
21;16;14682.5160897;11.0366222789;1
21;16;14860.5171581;11.1332792401;2
21;16;15175.6366909;11.3138248675;3
21;16;15643.729667;11.5746025892;4
21;16;16277.8806293;11.8923887791;5
21;16;17069.311501;12.2493201053;6
21;16;17994.6801696;12.6445981049;7
21;16;19022.5785188;13.053326013;8
21;16;20116.7376684;13.451336925;9
21;16;21251.6332869;13.8339522092;10
21;17;18078.5497416;12.0722567456;0
21;17;18126.546577;12.1001524557;1
21;17;18280.1231944;12.1888390156;2
21;17;18546.6610821;12.3379645152;3
21;17;18933.143339;12.53697633;4
21;17;19444.5355031;12.7762116484;5
21;17;20070.8115266;13.0415684534;6
21;17;20792.3300748;13.3257299666;7
21;17;21583.9273908;13.6250813781;8
21;17;22416.708453;13.9201554873;9
21;17;23271.1926975;14.1966370899;10
21;18;21418.5517624;13.0447248271;0
21;18;21456.7252414;13.0666103601;1
21;18;21577.7033338;13.1346371111;2
21;18;21784.9782253;13.2441481867;3
21;18;22080.6827642;13.3887077803;4
21;18;22465.5479584;13.5601935706;5
21;18;22930.44242;13.7508044997;6
21;18;23460.1443461;13.9498200112;7
21;18;24035.8043714;14.1503471911;8
21;18;24635.8665069;14.3510628716;9
21;18;25246.2634263;14.5449384807;10
