st1;st2;chi2;chi2error;offset
21;19;24643.7384809;13.9255271687;0
21;19;24670.3571565;13.9398706803;1
21;19;24754.1509231;13.9844022989;2
21;19;24896.4023613;14.0552598305;3
21;19;25096.9410302;14.1483145754;4
21;19;25354.7172394;14.2584224388;5
21;19;25662.8028005;14.3791032588;6
21;19;26010.7770585;14.5057790374;7
21;19;26386.0603242;14.6308621278;8
21;19;26774.3120157;14.7495194205;9
21;19;27166.4139555;14.8589576552;10
21;20;27800.7727649;14.7476429184;0
21;20;27814.6140367;14.7545195356;1
21;20;27857.9640724;14.7759624845;2
21;20;27931.0384688;14.8100530495;3
21;20;28033.099467;14.855121977;4
21;20;28162.9905922;14.908543423;5
21;20;28316.8896994;14.9670443775;6
21;20;28489.4540435;15.0275535928;7
21;20;28674.3632987;15.0869136641;8
21;20;28864.4310232;15.1434191618;9
21;20;29055.1865351;15.1944775534;10
22;10;28579.6496116;15.2745176591;0
22;10;28113.2049393;15.2177869471;1
22;10;26828.5345129;15.0338179744;2
22;10;25076.7582778;14.7126842486;3
22;10;23394.4066391;14.2849462819;4
22;10;22305.9032318;13.8033096369;5
22;10;22117.5918417;13.2724821718;6
22;10;22948.600782;12.682361813;7
22;10;24830.7411699;12.472436766;8
22;10;27780.8013919;12.9698430582;9
22;10;31730.3811393;13.8802416543;10
22;11;12735.7964421;10.0233566373;0
22;11;12525.8991423;9.97865828544;1
22;11;11976.7369555;9.83370840571;2
22;11;11304.9979429;9.57948982379;3
22;11;10835.2436394;9.2381205649;4
22;11;10883.0500215;8.82613391981;5
22;11;11615.8924345;8.51246496202;6
22;11;13077.2785161;8.57576197378;7
22;11;15250.8502118;9.33118765254;8
22;11;18105.398434;10.5620909303;9
22;11;21573.5461378;12.0042592672;10
22;12;6740.00946044;7.68163321872;0
22;12;6673.70426746;7.64651568327;1
22;12;6531.91777778;7.54286941473;2
22;12;6447.38195008;7.39589086892;3
22;12;6613.6753645;7.27756331348;4
22;12;7217.66324742;7.38898412416;5
22;12;8344.6967989;7.97604654164;6
22;12;9997.45748903;8.91030191093;7
22;12;12137.1805561;9.98024365932;8
22;12;14711.5475753;11.0702453542;9
22;12;17659.1879016;12.2486586007;10
22;13;6148.676346;7.67144101981;0
22;13;6157.56110628;7.68177268792;1
22;13;6225.27993685;7.74471517162;2
22;13;6432.87174591;7.86683535466;3
22;13;6894.37769819;8.16063981764;4
22;13;7718.78141253;8.64920791655;5
22;13;8944.52883274;9.31617957326;6
22;13;10554.2537663;10.0935484011;7
22;13;12501.4989867;10.9558896311;8
22;13;14727.9987549;11.8717072138;9
22;13;17180.3484967;12.7946782485;10
22;14;8231.50643247;8.73145699604;0
22;14;8276.04782568;8.77290990413;1
22;14;8439.5839952;8.90109336814;2
22;14;8771.47059417;9.12539583784;3
22;14;9337.87548438;9.47472349474;4
22;14;10201.1263655;9.93366145536;5
22;14;11373.8069368;10.4866387038;6
22;14;12830.2777705;11.1451100539;7
22;14;14524.1808338;11.8858756371;8
22;14;16399.1655837;12.626861012;9
22;14;18410.0759964;13.3441405744;10
22;15;11451.6678417;9.97003524243;0
22;15;11509.8452566;10.0071563473;1
22;15;11706.3997366;10.1255578854;2
22;15;12071.2179206;10.3411170172;3
22;15;12641.7452052;10.6561835175;4
22;15;13452.495591;11.0751818488;5
22;15;14502.4511233;11.5800441217;6
22;15;15764.0737788;12.1122068416;7
22;15;17194.8863172;12.6779315051;8
22;15;18744.1271439;13.2548248176;9
22;15;20374.379799;13.8132075004;10
22;16;15018.6471631;11.0993224908;0
22;16;15078.5556616;11.1368494895;1
22;16;15274.5784936;11.2607674329;2
22;16;15624.5498224;11.4803754128;3
22;16;16148.697882;11.7777850044;4
22;16;16865.0124112;12.1353208918;5
22;16;17765.9126744;12.5318524881;6
22;16;18825.2684128;12.9482804122;7
22;16;20006.1025922;13.3733015371;8
22;16;21264.6915635;13.8112301082;9
22;16;22570.5761463;14.2398598849;10
22;17;18576.0836073;12.2174480394;0
22;17;18631.4069288;12.2522535402;1
22;17;18809.3873818;12.3600510403;2
22;17;19120.328725;12.5368009865;3
22;17;19574.1779542;12.7762523142;4
22;17;20179.1865473;13.0609888596;5
22;17;20925.2418974;13.3703537419;6
22;17;21789.2746794;13.6952781053;7
22;17;22740.3603698;14.0199153308;8
22;17;23742.194203;14.3364766279;9
22;17;24770.4930665;14.6492036374;10
22;18;22005.3330477;13.2137241714;0
22;18;22052.6813832;13.2418706248;1
22;18;22203.4058559;13.3285721069;2
22;18;22463.0800651;13.4683403811;3
22;18;22835.6209576;13.6539203113;4
22;18;23323.6899733;13.8705699149;5
22;18;23916.9943895;14.1050536886;6
22;18;24596.3487886;14.3473062706;7
22;18;25336.9824383;14.5885379613;8
22;18;26109.9672971;14.8183355827;9
22;18;26896.5442406;15.032901597;10
22;19;25307.8186917;14.1217489983;0
22;19;25345.2131334;14.1418272556;1
22;19;25463.3805621;14.205971515;2
22;19;25664.9566897;14.3077203856;3
22;19;25950.5333275;14.4412869961;4
22;19;26319.8171853;14.5977479468;5
22;19;26763.7878557;14.766754229;6
22;19;27267.5971544;14.9390254332;7
22;19;27812.6049264;15.1070552863;8
22;19;28377.1311819;15.2674384125;9
22;19;28947.4618693;15.4120234078;10
22;20;28534.2232281;14.9774502087;0
22;20;28560.2769677;14.991392865;1
22;20;28642.1533199;15.0332614261;2
22;20;28780.7674311;15.0999370764;3
22;20;28975.2267607;15.1865613746;4
22;20;29224.0776248;15.28744746;5
22;20;29520.5702576;15.3963888061;6
22;20;29854.5180544;15.5074265336;7
22;20;30213.4153922;15.6144345992;8
22;20;30582.765718;15.7122141982;9
22;20;30953.58856;15.7996299635;10
22;21;31738.5968304;15.8054482717;0
22;21;31752.1377423;15.8122047868;1
22;21;31794.5038042;15.8321857525;2
22;21;31865.7902326;15.8637604476;3
22;21;31964.994312;15.9050329424;4
22;21;32090.8446147;15.9532166011;5
22;21;32239.6410673;16.0053037836;6
22;21;32406.1548505;16.0584068581;7
22;21;32584.0852423;16.1095571862;8
22;21;32766.1492206;16.1562500812;9
22;21;32947.9165934;16.1965198551;10
23;10;27662.8952449;15.0282369869;0
23;10;27170.8287334;14.9698983898;1
23;10;25815.202721;14.7761673182;2
23;10;23964.7783501;14.4334062578;3
23;10;22179.6326642;13.963972953;4
23;10;21011.2814685;13.3918056217;5
23;10;20785.0589824;12.7855051978;6
23;10;21626.2475105;12.1836383389;7
23;10;23563.8014368;12.0393347103;8
23;10;26606.4213632;12.5711178382;9
23;10;30679.0263765;13.5483396999;10
23;11;12216.3071129;9.97592595364;0
23;11;11989.0155835;9.92961971658;1
23;11;11392.6789604;9.77584575969;2
23;11;10657.8836141;9.50153168408;3
23;11;10127.486108;9.12139135024;4
23;11;10138.1208466;8.65377919269;5
23;11;10871.4694847;8.29307477665;6
23;11;12374.8094378;8.42371752869;7
23;11;14628.2110426;9.30417423291;8
23;11;17592.5452007;10.5924259158;9
23;11;21194.2472455;12.0023891519;10
23;12;6536.84405881;7.73087362107;0
23;12;6459.69590451;7.69414820046;1
23;12;6289.67081729;7.58391195515;2
23;12;6170.41877539;7.42167430228;3
23;12;6309.63177119;7.28644994568;4
23;12;6910.42906748;7.43185987579;5
23;12;8068.55879475;8.02792274708;6
23;12;9788.57376114;8.99302533814;7
23;12;12027.5683733;10.0862109543;8
23;12;14725.4377864;11.2361923067;9
23;12;17815.0162733;12.4623912876;10
23;13;6194.52296467;7.74883882225;0
23;13;6197.72195976;7.76311102994;1
23;13;6252.10859424;7.8292478568;2
23;13;6447.29369463;7.95779588967;3
23;13;6908.14004552;8.26967217234;4
23;13;7756.10325713;8.78515316475;5
23;13;9037.02743873;9.4704793726;6
23;13;10733.923273;10.2346637254;7
23;13;12795.7446066;11.1422543396;8
23;13;15156.5444435;12.1359337604;9
23;13;17757.432137;13.0982917753;10
23;14;8472.75972957;8.8429577477;0
23;14;8515.66235325;8.88786209616;1
23;14;8677.56379569;9.02470152524;2
23;14;9014.55057732;9.26551546397;3
23;14;9601.02901841;9.63638499182;4
23;14;10508.8309339;10.1190444439;5
23;14;11755.5849738;10.7123790836;6
23;14;13314.855839;11.4098365359;7
23;14;15135.3449369;12.1452359759;8
23;14;17153.1029922;12.9165956267;9
23;14;19317.7303967;13.6767962687;10
23;15;11846.9452564;10.1114423043;0
23;15;11906.6738385;10.1520760509;1
23;15;12110.8138103;10.2848170567;2
23;15;12494.5315185;10.5267617462;3
23;15;13101.4747099;10.8707143139;4
23;15;13973.3221507;11.3407757665;5
23;15;15112.2459786;11.8681971419;6
23;15;16488.9879124;12.4347798717;7
23;15;18055.8529866;12.9995901025;8
23;15;19754.5459221;13.5860858535;9
23;15;21542.5978098;14.1852369106;10
23;16;15536.8060665;11.2903499875;0
23;16;15600.8106853;11.337130964;1
23;16;15811.7749625;11.4836247244;2
23;16;16191.6550239;11.7272988654;3
23;16;16765.257033;12.0563854301;4
23;16;17555.8691452;12.4465434935;5
23;16;18557.6208982;12.8745934556;6
23;16;19741.9242938;13.3297884734;7
23;16;21066.363448;13.7801903215;8
23;16;22479.7329229;14.2158843697;9
23;16;23946.6735777;14.6579804414;10
23;17;19194.2685333;12.4367167441;0
23;17;19255.7595773;12.4776657693;1
23;17;19454.6692508;12.6056772737;2
23;17;19804.4808663;12.8155883886;3
23;17;20318.3970639;13.0878104894;4
23;17;21008.4485225;13.4059781704;5
23;17;21865.02833;13.7555516424;6
23;17;22862.0091088;14.1164281538;7
23;17;23962.8474895;14.4713736089;8
23;17;25123.799161;14.8072174547;9
23;17;26315.8051768;15.1208651871;10
23;18;22707.2515177;13.4623273421;0
23;18;22762.5017502;13.4962745473;1
23;18;22939.1679156;13.6014041538;2
23;18;23245.2142598;13.7684043361;3
23;18;23686.7064654;13.9859688027;4
23;18;24268.8134117;14.2398738464;5
23;18;24980.7396967;14.5168364488;6
23;18;25799.7393177;14.7974061338;7
23;18;26695.2720187;15.0759658902;8
23;18;27631.0055749;15.3341097336;9
23;18;28583.5089367;15.5659139449;10
23;19;26082.2604123;14.402195432;0
23;19;26129.0587533;14.4284379953;1
23;19;26277.5092743;14.5093968702;2
23;19;26531.955046;14.6379404349;3
23;19;26894.1779007;14.8071355308;4
23;19;27365.2904898;15.002309835;5
23;19;27934.8963546;15.212224191;6
23;19;28584.151472;15.427465317;7
23;19;29288.5156584;15.6332824051;8
23;19;30018.9353691;15.8292363882;9
23;19;30757.1146242;15.9991231309;10
23;20;29373.7493747;15.2942618795;0
23;20;29410.5549531;15.3145436205;1
23;20;29526.610493;15.374127446;2
23;20;29723.9252975;15.4672789352;3
23;20;30001.9364695;15.5874849397;4
23;20;30359.6077509;15.7264730445;5
23;20;30788.0295356;15.8752149011;6
23;20;31272.6287717;16.0265944724;7
23;20;31794.8826883;16.1737827854;8
23;20;32332.9486643;16.3074580702;9
23;20;32873.3450654;16.4279428671;10
23;21;32638.3031915;16.136809842;0
23;21;32663.8423124;16.1486988275;1
23;21;32743.9900806;16.1843428869;2
23;21;32879.3688731;16.24231113;3
23;21;33068.5100708;16.3183660102;4
23;21;33309.6456426;16.4065481961;5
23;21;33596.1909452;16.5010282254;6
23;21;33918.1695366;16.5966788968;7
23;21;34263.1552532;16.688006006;8
23;21;34616.5444199;16.772571664;9
23;21;34969.4803626;16.8439103781;10
23;22;35901.4420392;16.9413231361;0
23;22;35914.6121038;16.9468735414;1
23;22;35955.7809508;16.9635136741;2
23;22;36024.9426428;16.9898270123;3
23;22;36120.8832909;17.0247078143;4
23;22;36242.2469083;17.0660020715;5
23;22;36385.4675239;17.1103448766;6
23;22;36545.4579321;17.1553935062;7
23;22;36715.990872;17.1990211247;8
23;22;36889.7695864;17.23785289;9
23;22;37062.4378088;17.2702324475;10
24;10;26951.5514844;14.9054456257;0
24;10;26435.4075771;14.8451229396;1
24;10;25013.0933656;14.6464993246;2
24;10;23069.9067086;14.2821618508;3
24;10;21187.9039849;13.7697399826;4
24;10;19944.0172864;13.1368474722;5
24;10;19681.4805629;12.4184175684;6
24;10;20531.3494258;11.7867313804;7
24;10;22519.7787587;11.7197891219;8
24;10;25647.6439151;12.2933127589;9
24;10;29833.5130761;13.2749027533;10
24;11;11868.9761999;10.0187650489;0
24;11;11625.1462106;9.96963214575;1
24;11;10983.9119897;9.81096564542;2
24;11;10188.9670265;9.5195037782;3
24;11;9600.33518383;9.10107023431;4
24;11;9574.53845249;8.57555006558;5
24;11;10306.7745376;8.18408284086;6
24;11;11847.9095132;8.35169006547;7
24;11;14174.5591769;9.32411018831;8
24;11;17239.9229131;10.6379053974;9
24;11;20964.5368677;12.1122323133;10
24;12;6479.35987988;7.84236013732;0
24;12;6391.67617443;7.80213714511;1
24;12;6194.10434561;7.68837107059;2
24;12;6040.67065943;7.51770557049;3
24;12;6152.40280438;7.37020232165;4
24;12;6747.9053784;7.53533265824;5
24;12;7932.95203924;8.17965946202;6
24;12;9713.94471851;9.11861238612;7
24;12;12044.0017066;10.2102186114;8
24;12;14855.46905;11.4361455446;9
24;12;18075.6415172;12.6816549752;10
24;13;6365.2078065;7.87894768466;0
24;13;6362.5967749;7.89397009433;1
24;13;6403.09536191;7.96495738158;2
24;13;6584.54095583;8.11106665929;3
24;13;7042.11577711;8.43695649923;4
24;13;7909.29529383;8.98264502349;5
24;13;9239.20138254;9.66149219766;6
24;13;11015.3244773;10.4527919785;7
24;13;13182.2317199;11.3837483939;8
24;13;15666.5233664;12.3936553081;9
24;13;18404.0524105;13.3936819259;10
24;14;8822.49516669;8.99459493805;0
24;14;8863.29601453;9.03937609783;1
24;14;9022.0277678;9.18857490375;2
24;14;9361.3165587;9.44979381695;3
24;14;9963.52119988;9.83808462875;4
24;14;10909.7739074;10.3570232195;5
24;14;12222.8248546;11.0015237846;6
24;14;13875.6439094;11.7188085949;7
24;14;15812.2235739;12.4460586357;8
24;14;17961.2374419;13.2068218269;9
24;14;20267.2517371;13.9997759609;10
24;15;12337.8125636;10.2851098988;0
24;15;12398.3623;10.3293464358;1
24;15;12607.7810435;10.4856104101;2
24;15;13006.4450592;10.7481615645;3
24;15;13644.0889058;11.1428108965;4
24;15;14569.5482115;11.6449208536;5
24;15;15788.4170351;12.2060859012;6
24;15;17269.99525;12.7839836859;7
24;15;18961.6250194;13.3808663168;8
24;15;20797.6935367;13.9500799473;9
24;15;22730.8728609;14.5512124614;10
24;16;16140.2693395;11.5172270153;0
24;16;16207.4270461;11.5676153929;1
24;16;16430.4103345;11.730748312;2
24;16;16835.3244106;12.0036400141;3
24;16;17451.5737971;12.364026161;4
24;16;18307.8933811;12.7918860336;5
24;16;19400.4786677;13.2543764452;6
24;16;20698.6240604;13.736832921;7
24;16;22154.7481887;14.2114150038;8
24;16;23710.3756388;14.6708547018;9
24;16;25325.427963;15.0898478166;10
24;17;19889.3853723;12.684484256;0
24;17;19955.9277074;12.7296993757;1
24;17;20172.3429741;12.8748179294;2
24;17;20555.400038;13.1097921784;3
24;17;21121.6882927;13.4173264032;4
24;17;21887.2930955;13.7728773375;5
24;17;22843.5697499;14.1519909592;6
24;17;23961.7232147;14.5454177359;7
24;17;25199.8797042;14.9283229292;8
24;17;26507.0636385;15.2897806957;9
24;17;27849.6105011;15.6194954705;10
24;18;23479.0931699;13.7499041301;0
24;18;23540.9837128;13.7860293551;1
24;18;23739.7483856;13.9031573381;2
24;18;24085.914114;14.0954164446;3
24;18;24587.9190772;14.3455628388;4
24;18;25253.8215208;14.6337146882;5
24;18;26072.8642882;14.9421752244;6
24;18;27019.1732439;15.2584769199;7
24;18;28056.7396498;15.5684958147;8
24;18;29142.032415;15.8515320256;9
24;18;30247.1101308;16.1096727192;10
24;19;26920.554917;14.7320703058;0
24;19;26975.3698489;14.7609361361;1
24;19;27149.8968898;14.8539692625;2
24;19;27450.4156951;15.0064649879;3
24;19;27880.2021264;15.2053959594;4
24;19;28442.2489018;15.4345921995;5
24;19;29125.3975396;15.6796559382;6
24;19;29907.2770625;15.9282970273;7
24;19;30757.7592233;16.1674841277;8
24;19;31640.6196758;16.3890234164;9
24;19;32533.134545;16.5777959684;10
24;20;30271.6805578;15.6562231724;0
24;20;30317.7378403;15.6773831766;1
24;20;30463.4398814;15.7411962616;2
24;20;30712.1706938;15.8480670575;3
24;20;31064.0730476;15.9938555604;4
24;20;31519.0849778;16.1673399055;5
24;20;32066.8166713;16.3554592657;6
24;20;32688.8102084;16.5443115491;7
24;20;33360.847439;16.7222549226;8
24;20;34053.940126;16.8847606153;9
24;20;34750.2527463;17.0259414161;10
24;21;33591.3773375;16.5199764617;0
24;21;33627.3102081;16.5346981207;1
24;21;33740.4054552;16.5795051416;2
24;21;33932.1406286;16.652384571;3
24;21;34201.0238186;16.7517079721;4
24;21;34545.4237647;16.8708885432;5
24;21;34956.6115493;17.0018721078;6
24;21;35420.3949185;17.1364557363;7
24;21;35918.5530996;17.263135142;8
24;21;36429.36009;17.3749024502;9
24;21;36939.6737557;17.4703290054;10
24;22;36906.3624068;17.3418350211;0
24;22;36930.9999891;17.3505108472;1
24;22;37008.2199428;17.3774431794;2
24;22;37138.3830265;17.4207116446;3
24;22;37319.5666847;17.4771962528;4
24;22;37549.7642501;17.5490101986;5
24;22;37822.6411112;17.6294108835;6
24;22;38128.5830918;17.7100697251;7
24;22;38455.4750252;17.7864876457;8
24;22;38788.9197225;17.8553907672;9
24;22;39120.3397952;17.9129256466;10
24;23;40187.2841243;18.1298450045;0
24;23;40199.7590705;18.1339429846;1
24;23;40238.7220568;18.1463955465;2
24;23;40304.0814819;18.1662844442;3
24;23;40394.4856464;18.1919533565;4
24;23;40508.5450691;18.2232456746;5
24;23;40642.9053183;18.2568281791;6
24;23;40792.7474885;18.2918992668;7
24;23;40952.0961412;18.3253601853;8
24;23;41113.8713876;18.3549891082;9
24;23;41273.9124691;18.3804041023;10
25;10;26429.7972974;14.8966685512;0
25;10;25892.1023587;14.8277915918;1
25;10;24410.0899005;14.6080504242;2
25;10;22383.82789;14.2308973575;3
25;10;20414.9325535;13.6846837273;4
25;10;19103.0526453;12.9849860839;5
25;10;18807.4850322;12.1849389358;6
25;10;19664.4454071;11.4999087796;7
25;10;21697.4948808;11.526224793;8
25;10;24900.3323972;12.1276149144;9
25;10;29185.7857267;13.0885622176;10
25;11;11665.9159888;10.1145548706;0
25;11;11407.1353214;10.0592413857;1
25;11;10725.2805688;9.87861475561;2
25;11;9875.8127092;9.5733296551;3
25;11;9234.10250611;9.13467818708;4
25;11;9174.54822404;8.57741350078;5
25;11;9904.57256451;8.16511709454;6
25;11;11478.2890194;8.35901669938;7
25;11;13869.1461259;9.37361132173;8
25;11;17023.3014502;10.7202756686;9
25;11;20855.9462084;12.2562081453;10
25;12;6530.06106398;7.97958344971;0
25;12;6432.68223919;7.93506993753;1
25;12;6209.68058799;7.80037352529;2
25;12;6024.45901734;7.62185074965;3
25;12;6110.03753998;7.48351648673;4
25;12;6699.04284816;7.66784240294;5
25;12;7906.41763595;8.34505781436;6
25;12;9740.28828631;9.28947205624;7
25;12;12150.1491873;10.3607351882;8
25;12;15061.4117363;11.6352666444;9
25;12;18396.3406753;12.9296405537;10
25;13;6615.67142453;8.02693837871;0
25;13;6607.50247969;8.0422807519;1
25;13;6634.52945836;8.10308198286;2
25;13;6802.08430032;8.25734160732;3
25;13;7254.70080847;8.60780789177;4
25;13;8136.84251284;9.18598519996;5
25;13;9508.39465693;9.88447379696;6
25;13;11353.3732382;10.7087192724;7
25;13;13612.3620249;11.6345603704;8
25;13;16205.1109883;12.6270817926;9
25;13;19062.6909888;13.6673055177;10
25;14;9229.71793892;9.16781203387;0
25;14;9268.20745457;9.2114255665;1
25;14;9422.85154362;9.35554258158;2
25;14;9762.29396168;9.6232965399;3
25;14;10376.1728401;10.0429559163;4
25;14;11354.2275669;10.6003952451;5
25;14;12724.0838869;11.2853935303;6
25;14;14458.2964301;12.0192145985;7
25;14;16496.5922385;12.7713720215;8
25;14;18760.8608237;13.507615401;9
25;14;21191.0808052;14.3008515834;10
25;15;12868.5965703;10.4799243974;0
25;15;12929.3940056;10.5292971087;1
25;15;13142.1217293;10.6887086414;2
25;15;13552.0094805;10.9617426351;3
25;15;14214.4377298;11.4035039435;4
25;15;15184.9726044;11.94514695;5
25;15;16472.5957295;12.5289925641;6
25;15;18045.4501795;13.1397596591;7
25;15;19846.3903098;13.744374999;8
25;15;21803.0714142;14.3442550057;9
25;15;23863.7312801;14.9134949136;10
25;16;16769.6313394;11.7521507913;0
25;16;16839.0783575;11.8053752407;1
25;16;17071.2717193;11.9760043537;2
25;16;17496.2413386;12.2632818982;3
25;16;18147.7345069;12.6530077267;4
25;16;19059.719388;13.1168641163;5
25;16;20230.5919127;13.6166910054;6
25;16;21627.898063;14.120207823;7
25;16;23199.3912701;14.6179490262;8
25;16;24879.9058525;15.0895759172;9
25;16;26625.0514201;15.5261985717;10
25;17;20598.9902526;12.9733742205;0
25;17;20669.4837798;13.0173431063;1
25;17;20899.9126333;13.1547424701;2
25;17;21310.2143673;13.402618167;3
25;17;21920.2603802;13.7248058086;4
25;17;22750.1505611;14.1169675342;5
25;17;23792.474302;14.5369808981;6
25;17;25016.2065573;14.9582184886;7
25;17;26374.6639463;15.3609130842;8
25;17;27810.2145096;15.7403335279;9
25;17;29284.9813654;16.0879334679;10
25;18;24255.8707775;14.0754584234;0
25;18;24323.1037021;14.1115629849;1
25;18;24539.9030674;14.2295858002;2
25;18;24919.3316104;14.4239027295;3
25;18;25472.2215314;14.6919826685;4
25;18;26209.6253746;15.0112353481;5
25;18;27121.2111342;15.3597939185;6
25;18;28178.4715286;15.7093642269;7
25;18;29340.4673478;16.039028833;8
25;18;30557.0394901;16.3439528492;9
25;18;31796.1175388;16.6112939847;10
25;19;27755.5121299;15.1018809145;0
25;19;27816.8743798;15.1322113526;1
25;19;28012.918871;15.2234666864;2
25;19;28351.9129229;15.3704168798;3
25;19;28838.7573181;15.5719841808;4
25;19;29478.5554296;15.8251694459;5
25;19;30259.8732899;16.1062592201;6
25;19;31157.3576066;16.3881766919;7
25;19;32135.8449669;16.6547349499;8
25;19;33152.5075841;16.8935625794;9
25;19;34180.564773;17.1051324418;10
25;20;31158.8498018;16.0409106007;0
25;20;31212.5357465;16.0641825071;1
25;20;31382.8807636;16.1348444074;2
25;20;31674.7646073;16.2479894636;3
25;20;32089.2647561;16.3972403129;4
25;20;32627.636893;16.5819346346;5
25;20;33278.5869479;16.7957668457;6
25;20;34020.3613319;17.0177146875;7
25;20;34823.612774;17.2267425329;8
25;20;35652.7716472;17.4139172809;9
25;20;36486.0104099;17.5682614167;10
25;21;34526.8243558;16.9212897427;0
25;21;34571.3857518;16.9376487603;1
25;21;34712.0139876;16.9877384555;2
25;21;34951.2274986;17.0677664115;3
25;21;35287.8308798;17.1771532618;4
25;21;35720.7772663;17.3085454139;5
25;21;36239.8520909;17.4576151607;6
25;21;36827.2776881;17.6177069875;7
25;21;37459.6172888;17.7766544246;8
25;21;38108.5838892;17.9184879772;9
25;21;38757.1032468;18.0351297116;10
25;22;37887.2008958;17.7588969024;0
25;22;37921.4070895;17.7710549985;1
25;22;38028.8772641;17.8074436772;2
25;22;38210.5854018;17.8653386388;3
25;22;38464.3054034;17.9394327553;4
25;22;38787.9255819;18.0271919086;5
25;22;39173.079043;18.1240451108;6
25;22;39606.2937787;18.2237124853;7
25;22;40070.1569441;18.3269580825;8
25;22;40543.7295193;18.4216367559;9
25;22;41014.5583352;18.4999118136;10
25;23;41210.7097125;18.5563219211;0
25;23;41233.6352758;18.5636560773;1
25;23;41305.3978394;18.5856044275;2
25;23;41426.1177854;18.621659344;3
25;23;41593.5768942;18.6684981189;4
25;23;41805.6338437;18.7232499405;5
25;23;42056.3890575;18.7819453978;6
25;23;42336.9102089;18.8407293626;7
25;23;42635.8475463;18.8958733843;8
25;23;42939.597335;18.9451269816;9
25;23;43240.1758842;18.9877070852;10
25;24;44401.1567253;19.2931068529;0
25;24;44412.4155218;19.2963663695;1
25;24;44447.5510673;19.3061196564;2
25;24;44506.4076899;19.3215925666;3
25;24;44587.6030158;19.3415174885;4
25;24;44689.7925231;19.3649087908;5
25;24;44809.9611337;19.3904126952;6
25;24;44943.7612305;19.4170627003;7
25;24;45085.7482797;19.442679597;8
25;24;45229.4149155;19.4649022894;9
25;24;45370.9866303;19.4826291481;10
26;10;26072.7584086;14.9282488389;0
26;10;25517.0865258;14.8504909643;1
26;10;23985.2713042;14.6159944999;2
26;10;21889.6799003;14.2188813769;3
26;10;19848.1674843;13.66131256;4
26;10;18479.3097814;12.9240194317;5
26;10;18155.830777;12.0604004109;6
26;10;19018.2454149;11.3135103274;7
26;10;21087.8913265;11.3956940971;8
26;10;24352.3640511;12.0203424883;9
26;10;28719.6649438;12.9825592474;10
26;11;11569.8722659;10.2050899774;0
26;11;11298.520029;10.1422072348;1
26;11;10582.4862516;9.95125302919;2
26;11;9687.07209918;9.62432271803;3
26;11;9000.43707641;9.16972271997;4
26;11;8911.94237138;8.59253198165;5
26;11;9639.29473039;8.17476630602;6
26;11;11239.3405157;8.40640953673;7
26;11;13682.8351263;9.41812190314;8
26;11;16909.9429474;10.8144215714;9
26;11;20831.3526601;12.3891044507;10
26;12;6641.83582033;8.10407305059;0
26;12;6536.18947799;8.05320943685;1
26;12;6291.44926845;7.91200571683;2
26;12;6078.90029536;7.71730355543;3
26;12;6141.60407467;7.57916637962;4
26;12;6723.993833;7.806507236;5
26;12;7948.79362369;8.51693039606;6
26;12;9825.61546314;9.45486026149;7
26;12;12300.8866334;10.5252696647;8
26;12;15294.1131172;11.8200515457;9
26;12;18723.3150121;13.1386212575;10
26;13;6891.04208643;8.1605838799;0
26;13;6877.99379851;8.17309315191;1
26;13;6893.07542577;8.23209804052;2
26;13;7047.95976321;8.39359545813;3
26;13;7495.05947529;8.75144934063;4
26;13;8388.15989869;9.36305563018;5
26;13;9792.95750771;10.081765813;6
26;13;11693.9721011;10.9489057648;7
26;13;14028.4259515;11.8892252261;8
26;13;16710.2327056;12.8541537782;9
26;13;19666.4215925;13.895243492;10
26;14;9633.46687135;9.32647680475;0
26;14;9669.73583894;9.36531324956;1
26;14;9820.11957923;9.51196912714;2
26;14;10158.3931694;9.78920376514;3
26;14;10780.3765172;10.2216199755;4
26;14;11783.1809821;10.8174720107;5
26;14;13198.6975248;11.5400825571;6
26;14;14999.2141058;12.2910711012;7
26;14;17120.8652555;13.0476165668;8
26;14;19479.758378;13.8004362501;9
26;14;22011.9897715;14.5716809293;10
26;15;13373.5362604;10.6697103826;0
26;15;13434.2088721;10.717380955;1
26;15;13648.733746;10.8741622215;2
26;15;14066.5185601;11.1786864116;3
26;15;14747.787879;11.6337305512;4
26;15;15753.9428956;12.1969606068;5
26;15;17097.0118462;12.8186404849;6
26;15;18744.2638321;13.4496670339;7
26;15;20634.7786052;14.0749352137;8
26;15;22690.4720869;14.6772031835;9
26;15;24855.825315;15.233829051;10
26;16;17355.3017042;11.98426758;0
26;16;17426.2958819;12.031049816;1
26;16;17665.1191078;12.1976206885;2
26;16;18105.2186192;12.5004811704;3
26;16;18784.1185899;12.9082641075;4
26;16;19740.3960952;13.3892140761;5
26;16;20974.5214658;13.9194664577;6
26;16;22452.6821999;14.4546020228;7
26;16;24118.7118509;14.9655727788;8
26;16;25901.7394591;15.4493280591;9
26;16;27753.7180671;15.8993564197;10
26;17;21250.3757091;13.2525321817;0
26;17;21323.777397;13.2936986117;1
26;17;21564.769963;13.4294177292;2
26;17;21996.0891411;13.6673867465;3
26;17;22640.5144969;14.0112637044;4
26;17;23521.7567372;14.4116508717;5
26;17;24633.6882698;14.8537865982;6
26;17;25943.5311717;15.3106493962;7
26;17;27400.5639304;15.7417980598;8
26;17;28941.4770615;16.1371837696;9
26;17;30524.8186644;16.4865723099;10
