Phase Flux
0.759195826986 0.00126703114953
0.760715330988 0.00128231190695
0.762235005991 0.00133394678938
0.763754208988 0.00114304032677
0.765272978986 0.00150434354764
0.766792096988 0.0012148080229
0.76831114899 0.00132343444991
0.769829912989 0.0015754066664
0.77134917599 0.00136070724765
0.772867921988 0.00120259445097
0.774386885992 0.00109309481366
0.775906439993 0.00134775660764
0.777427416988 0.00147353944182
0.778946949988 0.00127298622044
0.780465970987 0.00150446362479
0.781984784991 0.00156880287783
0.783504034987 0.00139313244957
0.785022846987 0.00127799470115
0.786541765987 0.00129345403094
0.788061594991 0.00129081302594
0.789581278989 0.00146031891494
0.791100446991 0.00164593242675
0.792621421987 0.00162515525947
0.79414121699 0.00155327622962
0.795660402987 0.00149440475458
0.797179294985 0.00142073906463
0.79869813699 0.00133045033814
0.800218903988 0.00130181901882
0.801739201988 0.00145578435665
0.803258123987 0.00130410368863
0.80477739399 0.00143638927501
0.806296114991 0.00150919846006
0.80781527699 0.00111264596748
0.809334614992 0.00161885060356
0.810854512989 0.00122951864899
0.812373813987 0.00139336225802
0.813892625989 0.0014361035096
0.81541151699 0.00142138881892
0.816930755986 0.00119804238263
0.818449542987 0.00127683161592
0.81996864399 0.000919985078756
0.821487598992 0.00139218743486
0.823006373988 0.00112664365938
0.824525660988 0.00169804325818
0.826044460988 0.00121802050098
0.827563371989 0.00113547382492
0.829082608986 0.00128798038717
0.830601383991 0.0012640066117
0.832120473988 0.00125041106648
0.833639476988 0.00142745345768
0.835158235987 0.00106204167051
0.836677518993 0.000955374266384
0.838196450989 0.00120471760567
0.839716753986 0.00164858294716
0.84123598699 0.00133350250649
0.84275480099 0.00137239975952
0.844273839989 0.00150823417703
0.845792862988 0.00125453558284
0.84731161399 0.00161920778983
0.848830888991 0.00147099237985
0.850349733983 0.00109232665554
0.851868857993 0.00161940113519
0.85338934999 0.00100351561484
0.854908126988 0.00107595984083
0.856428370987 0.00106469913919
0.857950088986 0.00115428851505
0.859469561989 0.00140970224981
0.860988790991 0.00156481280621
0.86250826099 0.00127657653878
0.864029509987 0.0012777345718
0.86554883799 0.00126436920057
0.867067669989 0.000928830466761
0.868586600984 0.00168868880532
0.870105774989 0.00134105132152
0.87162451299 0.001144864519
0.873143643991 0.00148025700376
0.874662607989 0.00130756936644
0.876181391989 0.000992722597542
0.877700688991 0.00136902620365
0.87921948699 0.00144848844499
0.880738437988 0.00121136379817
0.882259156988 0.00148087744376
0.883777884984 0.00160856763392
0.885297015988 0.00154292911869
0.886816018986 0.00136480950988
0.88833482099 0.00128189675414
